,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,visibility,windBearing,windSpeed
2016-07-01 07:00:00+00:00,55.2,0.0,48.68,0.79,clear-night,,0.0,0.0,,1010.21,Clear,55.2,1467356400,8.28,222.0,4.17
2016-07-01 08:00:00+00:00,55.06,0.0,49.47,0.81,clear-night,,0.0,0.0,,1010.05,Clear,55.06,1467360000,8.28,228.0,4.38
2016-07-01 09:00:00+00:00,54.56,0.15,48.45,0.8,clear-night,,0.0,0.0,,1009.81,Clear,54.56,1467363600,7.94,225.0,5.31
2016-07-01 10:00:00+00:00,54.62,0.31,49.67,0.83,partly-cloudy-night,,0.0,0.0,,1009.77,Partly Cloudy,54.62,1467367200,8.06,221.0,4.3
2016-07-01 11:00:00+00:00,54.46,0.15,49.87,0.84,clear-night,,0.0,0.0,,1009.83,Clear,54.46,1467370800,7.62,235.0,3.64
2016-07-01 12:00:00+00:00,54.25,0.15,49.67,0.84,clear-night,,0.0,0.0,,1010.15,Clear,54.25,1467374400,8.06,199.0,4.4
2016-07-01 13:00:00+00:00,53.68,0.31,49.86,0.87,partly-cloudy-day,,0.0,0.0,,1010.61,Partly Cloudy,53.68,1467378000,5.98,249.0,5.63
2016-07-01 14:00:00+00:00,55.12,0.31,50.52,0.84,partly-cloudy-day,,0.0,0.0,,1010.96,Partly Cloudy,55.12,1467381600,5.61,227.0,4.86
2016-07-01 15:00:00+00:00,55.74,0.31,49.1,0.78,partly-cloudy-day,,0.0,0.0,,1011.57,Partly Cloudy,55.74,1467385200,6.24,253.0,6.93
2016-07-01 16:00:00+00:00,56.25,0.31,48.67,0.76,partly-cloudy-day,,0.0,0.0,,1012.01,Partly Cloudy,56.25,1467388800,6.61,202.0,5.92
2016-07-01 17:00:00+00:00,57.15,0.31,49.11,0.74,partly-cloudy-day,,0.0,0.0,,1012.43,Partly Cloudy,57.15,1467392400,6.61,241.0,7.55
2016-07-01 18:00:00+00:00,57.19,0.19,47.42,0.7,clear-day,,0.0,0.0,,1012.75,Clear,57.19,1467396000,6.84,256.0,10.03
2016-07-01 19:00:00+00:00,58.44,0.15,48.39,0.69,clear-day,,0.0,0.0,,1013.1,Clear,58.44,1467399600,7.45,247.0,7.37
2016-07-01 20:00:00+00:00,59.52,0.15,48.52,0.67,clear-day,,0.0,0.0,,1013.04,Clear,59.52,1467403200,8.87,249.0,10.75
2016-07-01 21:00:00+00:00,59.8,0.15,48.04,0.65,clear-day,,0.0,0.0,,1012.76,Clear,59.8,1467406800,8.42,263.0,9.7
2016-07-01 22:00:00+00:00,60.45,0.15,47.76,0.63,clear-day,,0.0,0.0,,1012.23,Clear,60.45,1467410400,8.64,297.0,10.24
2016-07-01 23:00:00+00:00,65.49,0.19,53.2,0.65,clear-day,,0.0,0.0,,1011.67,Clear,65.49,1467414000,8.64,248.0,11.51
2016-07-02 00:00:00+00:00,63.49,0.19,52.67,0.68,clear-day,,0.0,0.0,,1011.39,Clear,63.49,1467417600,8.42,270.0,10.07
2016-07-02 01:00:00+00:00,61.57,0.15,52.17,0.71,clear-day,,0.0,0.0,,1010.94,Clear,61.57,1467421200,8.42,304.0,13.23
2016-07-02 02:00:00+00:00,58.42,0.15,50.76,0.76,clear-day,,0.0,0.0,,1011.17,Clear,58.42,1467424800,8.06,300.0,11.66
2016-07-02 03:00:00+00:00,56.89,0.15,50.63,0.8,clear-day,,0.0,0.0,,1011.36,Clear,56.89,1467428400,7.49,308.0,9.09
2016-07-02 04:00:00+00:00,54.48,0.15,49.16,0.82,clear-night,,0.0,0.0,,1011.65,Clear,54.48,1467432000,8.42,252.0,6.54
2016-07-02 05:00:00+00:00,54.09,0.15,49.51,0.84,clear-night,,0.0,0.0,,1011.91,Clear,54.09,1467435600,8.06,246.0,6.8
2016-07-02 06:00:00+00:00,53.97,0.15,49.77,0.86,clear-night,,0.0,0.0,,1012.22,Clear,53.97,1467439200,7.94,240.0,5.3
2016-07-02 07:00:00+00:00,53.97,0.15,49.77,0.86,clear-night,,0.0,0.0,,1012.34,Clear,53.97,1467442800,7.83,243.0,6.4
2016-07-02 08:00:00+00:00,53.59,0.31,49.75,0.87,partly-cloudy-night,,0.0,0.0,,1012.34,Partly Cloudy,53.59,1467446400,8.15,248.0,6.59
2016-07-02 09:00:00+00:00,53.26,0.16,49.42,0.87,clear-night,,0.0,0.0,,1012.38,Clear,53.26,1467450000,8.08,241.0,7.52
2016-07-02 10:00:00+00:00,53.3,0.16,49.48,0.87,clear-night,,0.0,0.0,,1012.43,Clear,53.3,1467453600,8.15,245.0,5.49
2016-07-02 11:00:00+00:00,52.9,0.31,49.09,0.87,partly-cloudy-night,,0.0,0.0,,1012.39,Partly Cloudy,52.9,1467457200,8.15,245.0,7.93
2016-07-02 12:00:00+00:00,53.33,0.31,49.14,0.86,partly-cloudy-night,,0.0,0.0,,1012.55,Partly Cloudy,53.33,1467460800,8.87,245.0,6.62
2016-07-02 13:00:00+00:00,53.54,0.31,49.35,0.86,partly-cloudy-day,,0.0,0.0,,1013.09,Partly Cloudy,53.54,1467464400,8.3,239.0,7.03
2016-07-02 14:00:00+00:00,54.32,0.31,49.38,0.83,partly-cloudy-day,,0.0,0.0,,1013.68,Partly Cloudy,54.32,1467468000,8.19,246.0,6.94
2016-07-02 15:00:00+00:00,55.21,0.31,48.99,0.8,partly-cloudy-day,,0.0,0.0,,1014.26,Partly Cloudy,55.21,1467471600,8.42,245.0,7.63
2016-07-02 16:00:00+00:00,57.01,0.31,49.8,0.77,partly-cloudy-day,,0.0,0.0,,1014.59,Partly Cloudy,57.01,1467475200,9.32,242.0,6.59
2016-07-02 17:00:00+00:00,58.56,0.31,50.14,0.74,partly-cloudy-day,,0.0,0.0,,1014.81,Partly Cloudy,58.56,1467478800,9.55,193.0,1.57
2016-07-02 18:00:00+00:00,59.12,0.31,47.48,0.65,partly-cloudy-day,,0.0,0.0,,1014.98,Partly Cloudy,59.12,1467482400,9.55,255.0,2.49
2016-07-02 19:00:00+00:00,61.07,0.31,50.21,0.67,partly-cloudy-day,,0.0,0.0,,1015.31,Partly Cloudy,61.07,1467486000,9.8,252.0,8.65
2016-07-02 20:00:00+00:00,61.12,0.31,48.99,0.64,partly-cloudy-day,,0.0,0.0,,1015.34,Partly Cloudy,61.12,1467489600,9.32,242.0,10.69
2016-07-02 21:00:00+00:00,60.61,0.31,46.88,0.61,partly-cloudy-day,,0.0,0.0,,1015.08,Partly Cloudy,60.61,1467493200,9.8,245.0,11.44
2016-07-02 22:00:00+00:00,67.79,0.31,54.51,0.63,partly-cloudy-day,,0.0,0.0,,1014.91,Partly Cloudy,67.79,1467496800,9.8,305.0,8.63
2016-07-02 23:00:00+00:00,67.01,0.31,54.29,0.64,partly-cloudy-day,,0.0,0.0,,1014.67,Partly Cloudy,67.01,1467500400,10.0,317.0,6.77
2016-07-03 00:00:00+00:00,60.86,0.31,48.31,0.63,partly-cloudy-day,,0.0,0.0,,1014.64,Partly Cloudy,60.86,1467504000,8.87,246.0,12.27
2016-07-03 01:00:00+00:00,60.37,0.31,50.22,0.69,partly-cloudy-day,,0.0,0.0,,1014.5,Partly Cloudy,60.37,1467507600,9.32,306.0,8.87
2016-07-03 02:00:00+00:00,58.72,0.31,49.8,0.72,partly-cloudy-day,,0.0,0.0,,1014.34,Partly Cloudy,58.72,1467511200,9.32,326.0,7.72
2016-07-03 03:00:00+00:00,56.62,0.31,49.69,0.78,partly-cloudy-day,,0.0,0.0,,1014.67,Partly Cloudy,56.62,1467514800,9.55,254.0,9.33
2016-07-03 04:00:00+00:00,55.6,0.31,50.15,0.82,partly-cloudy-night,,0.0,0.0,,1014.88,Partly Cloudy,55.6,1467518400,9.8,259.0,8.85
2016-07-03 05:00:00+00:00,55.46,0.31,50.63,0.84,partly-cloudy-night,,0.0,0.0,,1015.25,Partly Cloudy,55.46,1467522000,9.55,249.0,8.16
2016-07-03 06:00:00+00:00,56.7,0.31,52.47,0.86,partly-cloudy-night,,0.0,0.0,,1015.59,Partly Cloudy,56.7,1467525600,8.03,267.0,6.94
2016-07-03 07:00:00+00:00,53.87,0.31,50.05,0.87,partly-cloudy-night,,0.0,0.0,,1015.52,Partly Cloudy,53.87,1467529200,7.96,251.0,7.0
2016-07-03 08:00:00+00:00,54.39,0.31,50.2,0.86,partly-cloudy-night,,0.0,0.0,,1015.52,Partly Cloudy,54.39,1467532800,8.03,248.0,7.11
2016-07-03 09:00:00+00:00,53.69,0.31,49.86,0.87,partly-cloudy-night,,0.0,0.0,,1015.47,Partly Cloudy,53.69,1467536400,7.96,257.0,6.93
2016-07-03 10:00:00+00:00,53.76,0.31,49.93,0.87,partly-cloudy-night,,0.0,0.0,,1015.47,Partly Cloudy,53.76,1467540000,7.85,249.0,6.15
2016-07-03 11:00:00+00:00,53.71,0.31,49.89,0.87,partly-cloudy-night,,0.0,0.0,,1015.56,Partly Cloudy,53.71,1467543600,8.03,257.0,6.1
2016-07-03 12:00:00+00:00,53.58,0.31,49.76,0.87,partly-cloudy-night,,0.0,0.0,,1015.62,Partly Cloudy,53.58,1467547200,7.92,258.0,7.01
2016-07-03 13:00:00+00:00,53.71,0.31,49.87,0.87,partly-cloudy-day,,0.0,0.0,,1015.93,Partly Cloudy,53.71,1467550800,7.05,258.0,5.91
2016-07-03 14:00:00+00:00,53.75,0.31,49.17,0.84,partly-cloudy-day,,0.0,0.0,,1016.37,Partly Cloudy,53.75,1467554400,7.28,263.0,5.86
2016-07-03 15:00:00+00:00,54.77,0.31,49.34,0.82,partly-cloudy-day,,0.0,0.0,,1016.85,Partly Cloudy,54.77,1467558000,7.62,258.0,5.41
2016-07-03 16:00:00+00:00,55.63,0.31,48.99,0.78,partly-cloudy-day,,0.0,0.0,,1017.4,Partly Cloudy,55.63,1467561600,9.55,259.0,6.27
2016-07-03 17:00:00+00:00,57.74,0.31,50.34,0.76,partly-cloudy-day,,0.0,0.0,,1017.52,Partly Cloudy,57.74,1467565200,9.8,263.0,6.29
2016-07-03 18:00:00+00:00,58.81,0.31,50.24,0.73,partly-cloudy-day,,0.0,0.0,,1017.6,Partly Cloudy,58.81,1467568800,9.8,275.0,5.99
2016-07-03 19:00:00+00:00,60.72,0.31,50.28,0.68,partly-cloudy-day,,0.0,0.0,,1017.63,Partly Cloudy,60.72,1467572400,9.8,265.0,7.14
2016-07-03 20:00:00+00:00,60.57,0.24,50.14,0.68,clear-day,,0.0,0.0,,1017.68,Clear,60.57,1467576000,9.8,263.0,7.44
2016-07-03 21:00:00+00:00,60.26,0.31,48.89,0.66,partly-cloudy-day,,0.0,0.0,,1017.32,Partly Cloudy,60.26,1467579600,10.0,266.0,8.72
2016-07-03 22:00:00+00:00,66.26,0.31,54.2,0.65,partly-cloudy-day,,0.0,0.0,,1016.93,Partly Cloudy,66.26,1467583200,9.8,240.0,10.43
2016-07-03 23:00:00+00:00,67.07,0.31,54.74,0.65,partly-cloudy-day,,0.0,0.0,,1016.66,Partly Cloudy,67.07,1467586800,10.0,315.0,5.21
2016-07-04 00:00:00+00:00,60.59,0.31,48.86,0.65,partly-cloudy-day,,0.0,0.0,,1016.0,Partly Cloudy,60.59,1467590400,10.0,322.0,7.6
2016-07-04 01:00:00+00:00,60.65,0.31,49.56,0.67,partly-cloudy-day,,0.0,0.0,,1015.79,Partly Cloudy,60.65,1467594000,10.0,304.0,8.58
2016-07-04 02:00:00+00:00,57.52,0.31,48.64,0.72,partly-cloudy-day,,0.0,0.0,,1015.74,Partly Cloudy,57.52,1467597600,9.55,254.0,9.0
2016-07-04 03:00:00+00:00,56.2,0.31,50.11,0.8,partly-cloudy-day,,0.0,0.0,,1016.01,Partly Cloudy,56.2,1467601200,9.55,254.0,10.65
2016-07-04 04:00:00+00:00,55.91,0.31,51.07,0.84,partly-cloudy-night,,0.0,0.0,,1016.01,Partly Cloudy,55.91,1467604800,9.1,255.0,10.33
2016-07-04 05:00:00+00:00,55.68,0.31,51.09,0.85,partly-cloudy-night,,0.0,0.0,,1016.46,Partly Cloudy,55.68,1467608400,8.42,252.0,10.97
2016-07-04 06:00:00+00:00,55.57,0.31,51.36,0.86,partly-cloudy-night,,0.0,0.0,,1016.63,Partly Cloudy,55.57,1467612000,9.1,256.0,10.1
2016-07-04 07:00:00+00:00,55.37,0.31,51.52,0.87,partly-cloudy-night,,0.0,0.0,,1016.64,Partly Cloudy,55.37,1467615600,8.08,244.0,8.21
2016-07-04 08:00:00+00:00,54.62,0.31,50.78,0.87,partly-cloudy-night,,0.0,0.0,,1016.43,Partly Cloudy,54.62,1467619200,8.03,247.0,8.79
2016-07-04 09:00:00+00:00,54.75,0.31,50.89,0.87,partly-cloudy-night,,0.0,0.0,,1016.26,Partly Cloudy,54.75,1467622800,8.08,256.0,7.6
2016-07-04 10:00:00+00:00,54.78,0.31,50.91,0.87,partly-cloudy-night,,0.0,0.0,,1016.0,Partly Cloudy,54.78,1467626400,8.19,251.0,6.78
2016-07-04 11:00:00+00:00,54.88,0.31,50.66,0.86,partly-cloudy-night,,0.0,0.0,,1015.76,Partly Cloudy,54.88,1467630000,8.19,264.0,6.84
2016-07-04 12:00:00+00:00,55.38,0.31,51.51,0.87,partly-cloudy-night,,0.0,0.0,,1015.96,Partly Cloudy,55.38,1467633600,8.19,265.0,5.32
2016-07-04 13:00:00+00:00,55.36,0.31,50.88,0.85,partly-cloudy-day,,0.0,0.0,,1016.32,Partly Cloudy,55.36,1467637200,8.19,256.0,6.4
2016-07-04 14:00:00+00:00,55.53,0.31,50.32,0.83,partly-cloudy-day,,0.0,0.0,,1016.6,Partly Cloudy,55.53,1467640800,8.19,257.0,6.27
2016-07-04 15:00:00+00:00,56.39,0.31,50.11,0.79,partly-cloudy-day,,0.0,0.0,,1016.92,Partly Cloudy,56.39,1467644400,8.3,259.0,6.15
2016-07-04 16:00:00+00:00,57.08,0.31,50.56,0.79,partly-cloudy-day,,0.0,0.0,,1017.09,Partly Cloudy,57.08,1467648000,9.32,251.0,6.23
2016-07-04 17:00:00+00:00,58.93,0.31,51.39,0.76,partly-cloudy-day,,0.0,0.0,,1017.41,Partly Cloudy,58.93,1467651600,9.55,259.0,5.24
2016-07-04 18:00:00+00:00,60.97,0.31,51.92,0.72,partly-cloudy-day,,0.0,0.0,,1017.65,Partly Cloudy,60.97,1467655200,9.55,252.0,5.77
2016-07-04 19:00:00+00:00,61.42,0.31,51.26,0.69,partly-cloudy-day,,0.0,0.0,,1017.75,Partly Cloudy,61.42,1467658800,9.55,262.0,8.54
2016-07-04 20:00:00+00:00,61.66,0.31,50.43,0.67,partly-cloudy-day,,0.0,0.0,,1017.72,Partly Cloudy,61.66,1467662400,9.55,259.0,7.67
2016-07-04 21:00:00+00:00,61.13,0.31,49.96,0.67,partly-cloudy-day,,0.0,0.0,,1017.52,Partly Cloudy,61.13,1467666000,8.42,252.0,9.55
2016-07-04 22:00:00+00:00,67.86,0.31,55.44,0.64,partly-cloudy-day,,0.0,0.0,,1017.5,Partly Cloudy,67.86,1467669600,9.1,238.0,14.06
2016-07-04 23:00:00+00:00,61.61,0.31,50.45,0.67,partly-cloudy-day,,0.0,0.0,,1016.48,Partly Cloudy,61.61,1467673200,8.87,239.0,11.8
2016-07-05 00:00:00+00:00,65.49,0.31,55.39,0.7,partly-cloudy-day,,0.0,0.0,,1015.99,Partly Cloudy,65.49,1467676800,8.64,310.0,12.61
2016-07-05 01:00:00+00:00,59.58,0.31,51.07,0.73,partly-cloudy-day,,0.0,0.0,,1015.38,Partly Cloudy,59.58,1467680400,8.87,260.0,9.53
2016-07-05 02:00:00+00:00,58.89,0.31,52.32,0.79,partly-cloudy-day,,0.0,0.0,,1015.3,Partly Cloudy,58.89,1467684000,7.96,289.0,14.69
2016-07-05 03:00:00+00:00,56.94,0.31,51.45,0.82,partly-cloudy-day,,0.0,0.0,,1015.29,Partly Cloudy,56.94,1467687600,7.92,274.0,7.14
2016-07-05 04:00:00+00:00,56.63,,52.38,0.86,clear-night,,0.0,0.0,,1015.59,Clear,56.63,1467691200,8.64,259.0,6.65
2016-07-05 05:00:00+00:00,56.54,,51.93,0.85,clear-night,,0.0,0.0,,1015.93,Clear,56.54,1467694800,7.96,251.0,5.45
2016-07-05 06:00:00+00:00,56.1,0.31,52.23,0.87,partly-cloudy-night,,0.0,0.0,,1016.1,Partly Cloudy,56.1,1467698400,8.19,251.0,7.48
2016-07-05 07:00:00+00:00,56.2,,51.96,0.86,clear-night,,0.0,0.0,,1016.16,Clear,56.2,1467702000,8.19,249.0,7.36
2016-07-05 08:00:00+00:00,56.12,,51.52,0.85,clear-night,,0.0,0.0,,1015.99,Clear,56.12,1467705600,8.03,260.0,7.84
2016-07-05 09:00:00+00:00,55.59,,51.11,0.85,clear-night,,0.0,0.0,,1015.84,Clear,55.59,1467709200,8.15,248.0,5.02
2016-07-05 10:00:00+00:00,55.57,,50.73,0.84,clear-night,,0.0,0.0,,1015.58,Clear,55.57,1467712800,8.15,251.0,5.58
2016-07-05 11:00:00+00:00,55.35,,50.86,0.85,clear-night,,0.0,0.0,,1015.3,Clear,55.35,1467716400,8.15,245.0,4.73
2016-07-05 12:00:00+00:00,55.37,0.31,51.25,0.86,partly-cloudy-night,,0.0,0.0,,1015.43,Partly Cloudy,55.37,1467720000,8.42,248.0,6.76
2016-07-05 13:00:00+00:00,55.82,,51.33,0.85,clear-day,,0.0,0.0,,1015.55,Clear,55.82,1467723600,8.87,251.0,4.87
2016-07-05 14:00:00+00:00,55.96,,51.11,0.84,clear-day,,0.0,0.0,,1015.94,Clear,55.96,1467727200,9.32,251.0,7.24
2016-07-05 15:00:00+00:00,56.09,,49.82,0.79,clear-day,,0.0,0.0,,1016.27,Clear,56.09,1467730800,10.0,252.0,7.81
2016-07-05 16:00:00+00:00,56.4,,48.81,0.76,clear-day,,0.0,0.0,,1016.55,Clear,56.4,1467734400,10.0,256.0,7.63
2016-07-05 17:00:00+00:00,56.6,,48.73,0.75,clear-day,,0.0,0.0,,1016.73,Clear,56.6,1467738000,8.03,261.0,7.56
2016-07-05 18:00:00+00:00,56.74,0.31,46.91,0.7,partly-cloudy-day,,0.0,0.0,,1016.83,Partly Cloudy,56.74,1467741600,8.03,260.0,7.6
2016-07-05 19:00:00+00:00,57.25,,47.79,0.71,clear-day,,0.0,0.0,,1016.95,Clear,57.25,1467745200,8.87,259.0,8.61
2016-07-05 20:00:00+00:00,57.52,,46.74,0.67,clear-day,,0.0,0.0,,1016.73,Clear,57.52,1467748800,8.87,258.0,9.2
2016-07-05 21:00:00+00:00,58.9,,47.25,0.65,clear-day,,0.0,0.0,,1016.2,Clear,58.9,1467752400,8.87,251.0,7.14
2016-07-05 22:00:00+00:00,59.64,,47.44,0.64,clear-day,,0.0,0.0,,1015.95,Clear,59.64,1467756000,8.87,282.0,16.08
2016-07-05 23:00:00+00:00,58.28,0.31,47.39,0.67,partly-cloudy-day,,0.0,0.0,,1015.3,Partly Cloudy,58.28,1467759600,9.32,287.0,14.92
2016-07-06 00:00:00+00:00,61.96,0.31,51.34,0.68,partly-cloudy-day,,0.0,0.0,,1014.73,Partly Cloudy,61.96,1467763200,9.32,285.0,15.48
2016-07-06 01:00:00+00:00,60.96,0.31,51.2,0.7,partly-cloudy-day,,0.0,0.0,,1014.27,Partly Cloudy,60.96,1467766800,8.64,256.0,9.84
2016-07-06 02:00:00+00:00,57.49,0.31,50.8,0.78,partly-cloudy-day,,0.0,0.0,,1014.32,Partly Cloudy,57.49,1467770400,8.42,271.0,14.5
2016-07-06 03:00:00+00:00,54.68,0.31,48.45,0.79,partly-cloudy-day,,0.0,0.0,,1014.48,Partly Cloudy,54.68,1467774000,8.64,237.0,7.6
2016-07-06 04:00:00+00:00,55.41,0.31,49.11,0.79,partly-cloudy-night,,0.0,0.0,,1014.44,Partly Cloudy,55.41,1467777600,9.1,251.0,6.14
2016-07-06 05:00:00+00:00,56.24,0.31,49.66,0.79,partly-cloudy-night,,0.0,0.0,,1014.79,Partly Cloudy,56.24,1467781200,8.87,235.0,3.66
2016-07-06 06:00:00+00:00,56.43,0.31,50.55,0.81,partly-cloudy-night,,0.0,0.0,,1015.05,Partly Cloudy,56.43,1467784800,8.87,242.0,7.99
2016-07-06 07:00:00+00:00,56.44,0.31,50.82,0.81,partly-cloudy-night,,0.0,0.0,,1015.01,Partly Cloudy,56.44,1467788400,8.87,200.0,6.23
2016-07-06 08:00:00+00:00,56.23,0.31,50.61,0.81,partly-cloudy-night,,0.0,0.0,,1014.98,Partly Cloudy,56.23,1467792000,8.87,220.0,4.25
2016-07-06 09:00:00+00:00,56.23,0.31,50.31,0.8,partly-cloudy-night,,0.0,0.0,,1014.83,Partly Cloudy,56.23,1467795600,8.87,216.0,3.31
2016-07-06 10:00:00+00:00,55.42,0.31,49.52,0.8,partly-cloudy-night,,0.0,0.0,,1014.76,Partly Cloudy,55.42,1467799200,8.87,246.0,5.98
2016-07-06 11:00:00+00:00,55.32,0.31,49.42,0.8,partly-cloudy-night,,0.0,0.0,,1014.49,Partly Cloudy,55.32,1467802800,8.87,219.0,5.69
2016-07-06 12:00:00+00:00,54.52,0.31,49.57,0.83,partly-cloudy-night,,0.0,0.0,,1014.5,Partly Cloudy,54.52,1467806400,8.87,231.0,3.9
2016-07-06 13:00:00+00:00,54.39,0.31,49.44,0.83,partly-cloudy-day,,0.0,0.0,,1014.68,Partly Cloudy,54.39,1467810000,8.64,235.0,7.74
2016-07-06 14:00:00+00:00,54.19,,49.61,0.84,clear-day,,0.0,0.0,,1014.98,Clear,54.19,1467813600,8.19,238.0,6.49
2016-07-06 15:00:00+00:00,54.27,,49.69,0.84,clear-day,,0.0,0.0,,1015.51,Clear,54.27,1467817200,8.08,245.0,4.7
2016-07-06 16:00:00+00:00,54.6,,49.38,0.83,clear-day,,0.0,0.0,,1015.98,Clear,54.6,1467820800,8.19,234.0,6.09
2016-07-06 17:00:00+00:00,54.86,,48.39,0.79,clear-day,,0.0,0.0,,1016.19,Clear,54.86,1467824400,8.19,235.0,6.59
2016-07-06 18:00:00+00:00,56.23,0.31,47.66,0.73,partly-cloudy-day,,0.0,0.0,,1016.37,Partly Cloudy,56.23,1467828000,8.3,238.0,6.08
2016-07-06 19:00:00+00:00,56.59,0.31,47.03,0.7,partly-cloudy-day,,0.0,0.0,,1016.54,Partly Cloudy,56.59,1467831600,8.08,248.0,9.87
2016-07-06 20:00:00+00:00,57.02,0.31,46.55,0.68,partly-cloudy-day,,0.0,0.0,,1016.44,Partly Cloudy,57.02,1467835200,9.1,249.0,9.23
2016-07-06 21:00:00+00:00,56.95,0.31,46.77,0.69,partly-cloudy-day,,0.0,0.0,,1016.17,Partly Cloudy,56.95,1467838800,8.19,248.0,8.98
2016-07-06 22:00:00+00:00,57.99,0.31,48.48,0.71,partly-cloudy-day,,0.0,0.0,,1016.17,Partly Cloudy,57.99,1467842400,8.19,269.0,14.36
2016-07-06 23:00:00+00:00,58.56,,49.61,0.72,clear-day,,0.0,0.0,,1016.1,Clear,58.56,1467846000,8.15,268.0,16.6
2016-07-07 00:00:00+00:00,58.81,0.75,51.54,0.77,partly-cloudy-day,,0.0,0.0,,1015.82,Mostly Cloudy,58.81,1467849600,8.87,250.0,12.91
2016-07-07 01:00:00+00:00,58.75,,51.75,0.78,clear-day,,0.0,0.0,,1015.16,Clear,58.75,1467853200,8.87,269.0,14.44
2016-07-07 02:00:00+00:00,57.92,0.31,50.28,0.76,partly-cloudy-day,,0.0,0.0,,1014.98,Partly Cloudy,57.92,1467856800,8.87,258.0,15.9
2016-07-07 03:00:00+00:00,57.28,0.31,50.59,0.78,partly-cloudy-day,,0.0,0.0,,1014.75,Partly Cloudy,57.28,1467860400,8.87,251.0,13.47
2016-07-07 04:00:00+00:00,56.85,0.31,50.96,0.81,partly-cloudy-night,,0.0,0.0,,1014.72,Partly Cloudy,56.85,1467864000,9.1,240.0,7.81
2016-07-07 05:00:00+00:00,56.81,0.31,51.17,0.81,partly-cloudy-night,,0.0,0.0,,1014.96,Partly Cloudy,56.81,1467867600,9.32,244.0,8.27
2016-07-07 06:00:00+00:00,56.67,0.31,51.41,0.83,partly-cloudy-night,,0.0,0.0,,1014.95,Partly Cloudy,56.67,1467871200,9.32,254.0,8.25
2016-07-07 07:00:00+00:00,55.69,0.31,50.71,0.83,partly-cloudy-night,,0.0,0.0,,1015.06,Partly Cloudy,55.69,1467874800,9.32,247.0,8.98
2016-07-07 08:00:00+00:00,55.69,0.31,50.84,0.84,partly-cloudy-night,,0.0,0.0,,1015.04,Partly Cloudy,55.69,1467878400,9.1,236.0,5.81
2016-07-07 09:00:00+00:00,55.56,,50.59,0.83,clear-night,,0.0,0.0,,1014.95,Clear,55.56,1467882000,8.87,235.0,5.52
2016-07-07 10:00:00+00:00,55.14,,50.54,0.84,clear-night,,0.0,0.0,,1014.93,Clear,55.14,1467885600,8.42,240.0,7.43
2016-07-07 11:00:00+00:00,54.29,,50.06,0.86,clear-night,,0.0,0.0,,1014.79,Clear,54.29,1467889200,7.81,247.0,5.51
2016-07-07 12:00:00+00:00,53.87,1.0,50.04,0.87,cloudy,,0.0,0.0,,1014.93,Overcast,53.87,1467892800,8.15,247.0,7.96
2016-07-07 13:00:00+00:00,54.3,,50.45,0.87,clear-night,,0.0,0.0,,1015.14,Clear,54.3,1467896400,8.15,225.0,6.78
2016-07-07 14:00:00+00:00,54.24,,50.39,0.87,clear-day,,0.0,0.0,,1015.52,Clear,54.24,1467900000,6.77,228.0,5.55
2016-07-07 15:00:00+00:00,54.39,,50.18,0.86,clear-day,,0.0,0.0,,1015.98,Clear,54.39,1467903600,7.17,230.0,7.49
2016-07-07 16:00:00+00:00,54.65,,50.06,0.84,clear-day,,0.0,0.0,,1016.27,Clear,54.65,1467907200,7.92,245.0,6.04
2016-07-07 17:00:00+00:00,55.56,,50.58,0.83,clear-day,,0.0,0.0,,1016.31,Clear,55.56,1467910800,7.96,250.0,6.58
2016-07-07 18:00:00+00:00,57.3,1.0,50.62,0.78,cloudy,,0.0,0.0,,1016.45,Overcast,57.3,1467914400,8.03,246.0,6.95
2016-07-07 19:00:00+00:00,58.27,,51.56,0.78,clear-day,,0.0,0.0,,1016.34,Clear,58.27,1467918000,8.3,235.0,8.56
2016-07-07 20:00:00+00:00,58.57,,50.9,0.76,clear-day,,0.0,0.0,,1016.23,Clear,58.57,1467921600,9.1,247.0,7.13
2016-07-07 21:00:00+00:00,59.15,,50.74,0.74,clear-day,,0.0,0.0,,1016.32,Clear,59.15,1467925200,8.87,236.0,9.83
2016-07-07 22:00:00+00:00,59.6,,51.3,0.74,clear-day,,0.0,0.0,,1015.97,Clear,59.6,1467928800,8.3,238.0,9.41
2016-07-07 23:00:00+00:00,59.81,,52.06,0.76,clear-day,,0.0,0.0,,1016.06,Clear,59.81,1467932400,7.92,253.0,17.84
2016-07-08 00:00:00+00:00,60.89,1.0,53.82,0.78,cloudy,,0.0,0.0,,1015.67,Overcast,60.89,1467936000,8.42,260.0,15.09
2016-07-08 01:00:00+00:00,58.79,,52.17,0.79,clear-day,,0.0,0.0,,1015.23,Clear,58.79,1467939600,8.3,256.0,11.41
2016-07-08 02:00:00+00:00,58.56,,52.61,0.81,clear-day,,0.0,0.0,,1014.88,Clear,58.56,1467943200,8.03,272.0,13.08
2016-07-08 03:00:00+00:00,57.33,,52.05,0.83,clear-day,,0.0,0.0,,1015.07,Clear,57.33,1467946800,8.42,226.0,6.77
2016-07-08 04:00:00+00:00,57.1,,52.59,0.85,clear-night,,0.0,0.0,,1015.38,Clear,57.1,1467950400,7.96,257.0,7.52
