,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,visibility,windBearing,windSpeed
2016-08-08 17:00:00+00:00,57.65,0.31,51.92,0.81,partly-cloudy-day,,0.0,0.0,,1011.69,Partly Cloudy,57.65,1470675600,8.64,189.0,5.09
2016-08-08 18:00:00+00:00,60.11,0.31,52.57,0.76,partly-cloudy-day,,0.0,0.0,,1011.71,Partly Cloudy,60.11,1470679200,9.55,197.0,3.0
2016-08-08 19:00:00+00:00,62.36,0.15,52.57,0.7,clear-day,,0.0,0.0,,1011.61,Clear,62.36,1470682800,9.32,211.0,4.26
2016-08-08 20:00:00+00:00,64.53,0.19,50.79,0.61,clear-day,,0.0,0.0,,1011.08,Clear,64.53,1470686400,9.1,248.0,6.15
2016-08-08 21:00:00+00:00,65.21,0.12,50.35,0.59,clear-day,,0.0,0.0,,1010.79,Clear,65.21,1470690000,9.32,238.0,9.28
2016-08-08 22:00:00+00:00,64.38,0.31,51.52,0.63,partly-cloudy-day,,0.0,0.0,,1010.48,Partly Cloudy,64.38,1470693600,9.1,237.0,10.56
2016-08-08 23:00:00+00:00,65.26,0.31,52.7,0.64,partly-cloudy-day,,0.0,0.0,,1010.3,Partly Cloudy,65.26,1470697200,9.1,242.0,10.38
2016-08-09 00:00:00+00:00,64.62,0.31,54.22,0.69,partly-cloudy-day,,0.0,0.0,,1010.06,Partly Cloudy,64.62,1470700800,9.32,250.0,9.5
2016-08-09 01:00:00+00:00,62.71,0.31,54.91,0.76,partly-cloudy-day,,0.0,0.0,,1009.75,Partly Cloudy,62.71,1470704400,9.1,242.0,12.14
2016-08-09 02:00:00+00:00,61.73,0.31,55.33,0.8,partly-cloudy-day,,0.0,0.0,,1009.58,Partly Cloudy,61.73,1470708000,8.87,229.0,7.8
2016-08-09 03:00:00+00:00,59.75,0.31,55.2,0.85,partly-cloudy-day,,0.0,0.0,,1009.67,Partly Cloudy,59.75,1470711600,8.87,242.0,5.41
2016-08-09 04:00:00+00:00,58.88,,54.73,0.86,clear-night,,0.0,0.0,,1009.94,Clear,58.88,1470715200,8.87,207.0,3.31
2016-08-09 05:00:00+00:00,58.58,,54.06,0.85,clear-night,,0.0,0.0,,1010.06,Clear,58.58,1470718800,8.87,198.0,4.99
2016-08-09 06:00:00+00:00,58.31,0.31,54.18,0.86,partly-cloudy-night,,0.0,0.0,,1010.23,Partly Cloudy,58.31,1470722400,9.1,199.0,3.03
2016-08-09 07:00:00+00:00,57.36,0.31,53.97,0.88,partly-cloudy-night,,0.0,0.0,,1010.15,Partly Cloudy,57.36,1470726000,8.42,211.0,5.82
2016-08-09 08:00:00+00:00,57.12,0.31,53.38,0.87,partly-cloudy-night,,0.0,0.0,,1010.14,Partly Cloudy,57.12,1470729600,8.42,213.0,6.13
2016-08-09 09:00:00+00:00,56.74,,52.63,0.86,clear-night,,0.0,0.0,,1009.99,Clear,56.74,1470733200,8.64,201.0,4.82
2016-08-09 10:00:00+00:00,56.31,,52.58,0.87,clear-night,,0.0,0.0,,1009.82,Clear,56.31,1470736800,8.42,222.0,5.63
2016-08-09 11:00:00+00:00,56.28,0.31,52.54,0.87,partly-cloudy-night,,0.0,0.0,,1009.78,Partly Cloudy,56.28,1470740400,8.42,220.0,4.29
2016-08-09 12:00:00+00:00,56.31,0.31,52.08,0.86,partly-cloudy-night,,0.0,0.0,,1009.84,Partly Cloudy,56.31,1470744000,8.3,222.0,3.74
2016-08-09 13:00:00+00:00,56.15,0.31,52.43,0.87,partly-cloudy-night,,0.0,0.0,,1010.01,Partly Cloudy,56.15,1470747600,8.42,168.0,5.79
2016-08-09 14:00:00+00:00,55.35,0.31,51.99,0.88,partly-cloudy-day,,0.0,0.0,,1010.22,Partly Cloudy,55.35,1470751200,8.03,193.0,1.79
2016-08-09 15:00:00+00:00,55.85,0.31,51.52,0.85,partly-cloudy-day,,0.0,0.0,,1010.85,Partly Cloudy,55.85,1470754800,8.87,177.0,4.46
2016-08-09 16:00:00+00:00,58.46,,52.71,0.81,clear-day,,0.0,0.0,,1011.2,Clear,58.46,1470758400,8.15,165.0,1.04
2016-08-09 17:00:00+00:00,59.04,0.31,52.87,0.8,partly-cloudy-day,,0.0,0.0,,1011.12,Partly Cloudy,59.04,1470762000,10.0,119.0,3.05
2016-08-09 18:00:00+00:00,60.54,0.31,54.03,0.79,partly-cloudy-day,,0.0,0.0,,1011.27,Partly Cloudy,60.54,1470765600,9.8,157.0,5.38
2016-08-09 19:00:00+00:00,61.62,0.31,53.14,0.74,partly-cloudy-day,,0.0,0.0,,1011.41,Partly Cloudy,61.62,1470769200,10.0,232.0,2.92
2016-08-09 20:00:00+00:00,62.63,0.0,51.99,0.68,clear-day,,0.0,0.0,,1011.13,Clear,62.63,1470772800,10.0,225.0,2.88
2016-08-09 21:00:00+00:00,65.02,0.15,51.78,0.62,clear-day,,0.0,0.0,,1010.71,Clear,65.02,1470776400,10.0,258.0,9.18
2016-08-09 22:00:00+00:00,65.13,0.31,50.74,0.6,partly-cloudy-day,,0.0,0.0,,1010.27,Partly Cloudy,65.13,1470780000,9.8,254.0,8.81
2016-08-09 23:00:00+00:00,63.05,0.31,50.94,0.65,partly-cloudy-day,,0.0,0.0,,1010.0,Partly Cloudy,63.05,1470783600,9.8,252.0,12.67
2016-08-10 00:00:00+00:00,66.0,0.31,55.72,0.69,partly-cloudy-day,,0.0,0.0,,1009.76,Partly Cloudy,66.0,1470787200,9.32,249.0,8.21
2016-08-10 01:00:00+00:00,62.39,0.31,53.57,0.73,partly-cloudy-day,,0.0,0.0,,1009.65,Partly Cloudy,62.39,1470790800,9.32,221.0,5.22
2016-08-10 02:00:00+00:00,60.37,0.31,53.31,0.78,partly-cloudy-day,,0.0,0.0,,1009.59,Partly Cloudy,60.37,1470794400,9.32,253.0,9.04
2016-08-10 03:00:00+00:00,58.42,0.31,53.66,0.84,partly-cloudy-day,,0.0,0.0,,1009.77,Partly Cloudy,58.42,1470798000,8.64,248.0,8.26
2016-08-10 04:00:00+00:00,57.66,0.31,53.68,0.87,partly-cloudy-night,,0.0,0.0,,1010.1,Partly Cloudy,57.66,1470801600,8.87,241.0,5.46
2016-08-10 05:00:00+00:00,57.43,0.31,53.69,0.87,partly-cloudy-night,,0.0,0.0,,1010.46,Partly Cloudy,57.43,1470805200,8.87,242.0,8.41
2016-08-10 06:00:00+00:00,57.65,0.31,53.91,0.87,partly-cloudy-night,,0.0,0.0,,1010.46,Partly Cloudy,57.65,1470808800,8.87,242.0,6.17
2016-08-10 07:00:00+00:00,57.72,0.31,53.97,0.87,partly-cloudy-night,,0.0,0.0,,1010.4,Partly Cloudy,57.72,1470812400,8.64,246.0,6.35
2016-08-10 08:00:00+00:00,57.33,0.31,53.95,0.88,partly-cloudy-night,,0.0,0.0,,1010.52,Partly Cloudy,57.33,1470816000,8.42,241.0,5.47
2016-08-10 09:00:00+00:00,57.11,0.31,53.6,0.88,partly-cloudy-night,,0.0,0.0,,1010.53,Partly Cloudy,57.11,1470819600,8.42,237.0,3.23
2016-08-10 10:00:00+00:00,56.99,0.31,53.98,0.9,partly-cloudy-night,,0.0,0.0,,1010.46,Partly Cloudy,56.99,1470823200,8.64,229.0,7.38
2016-08-10 11:00:00+00:00,56.58,0.31,53.2,0.88,partly-cloudy-night,,0.0,0.0,,1010.68,Partly Cloudy,56.58,1470826800,8.42,236.0,6.07
2016-08-10 12:00:00+00:00,56.73,0.31,52.63,0.86,partly-cloudy-night,,0.0,0.0,,1010.88,Partly Cloudy,56.73,1470830400,8.42,223.0,6.65
2016-08-10 13:00:00+00:00,57.07,0.31,53.32,0.87,partly-cloudy-night,,0.0,0.0,,1011.45,Partly Cloudy,57.07,1470834000,8.87,224.0,4.48
2016-08-10 14:00:00+00:00,56.65,0.31,52.16,0.85,partly-cloudy-day,,0.0,0.0,,1012.04,Partly Cloudy,56.65,1470837600,8.64,237.0,7.08
2016-08-10 15:00:00+00:00,57.92,0.31,53.19,0.84,partly-cloudy-day,,0.0,0.0,,1012.32,Partly Cloudy,57.92,1470841200,8.64,213.0,6.82
2016-08-10 16:00:00+00:00,59.05,0.31,53.28,0.81,partly-cloudy-day,,0.0,0.0,,1012.82,Partly Cloudy,59.05,1470844800,8.87,155.0,4.64
2016-08-10 17:00:00+00:00,60.25,0.31,53.65,0.79,partly-cloudy-day,,0.0,0.0,,1013.01,Partly Cloudy,60.25,1470848400,9.32,158.0,5.55
2016-08-10 18:00:00+00:00,60.85,0.31,51.08,0.7,partly-cloudy-day,,0.0,0.0,,1013.26,Partly Cloudy,60.85,1470852000,10.0,167.0,4.93
2016-08-10 19:00:00+00:00,61.67,0.31,52.78,0.73,partly-cloudy-day,,0.0,0.0,,1013.57,Partly Cloudy,61.67,1470855600,9.8,221.0,3.02
2016-08-10 20:00:00+00:00,64.45,0.31,53.74,0.68,partly-cloudy-day,,0.0,0.0,,1013.18,Partly Cloudy,64.45,1470859200,10.0,258.0,7.18
2016-08-10 21:00:00+00:00,64.38,0.31,52.14,0.64,partly-cloudy-day,,0.0,0.0,,1012.98,Partly Cloudy,64.38,1470862800,10.0,258.0,8.36
2016-08-10 22:00:00+00:00,64.06,0.31,52.13,0.65,partly-cloudy-day,,0.0,0.0,,1012.67,Partly Cloudy,64.06,1470866400,9.8,246.0,10.43
2016-08-10 23:00:00+00:00,62.95,0.31,51.09,0.65,partly-cloudy-day,,0.0,0.0,,1012.27,Partly Cloudy,62.95,1470870000,9.55,244.0,7.67
2016-08-11 00:00:00+00:00,61.89,0.31,51.81,0.7,partly-cloudy-day,,0.0,0.0,,1012.11,Partly Cloudy,61.89,1470873600,9.8,250.0,8.93
2016-08-11 01:00:00+00:00,60.11,0.31,52.55,0.76,partly-cloudy-day,,0.0,0.0,,1012.11,Partly Cloudy,60.11,1470877200,9.8,251.0,11.36
2016-08-11 02:00:00+00:00,57.92,0.31,52.03,0.81,partly-cloudy-day,,0.0,0.0,,1012.09,Partly Cloudy,57.92,1470880800,8.64,250.0,12.63
2016-08-11 03:00:00+00:00,56.05,0.31,52.33,0.87,partly-cloudy-day,,0.0,0.0,,1012.55,Partly Cloudy,56.05,1470884400,8.15,256.0,8.0
2016-08-11 04:00:00+00:00,55.52,0.31,52.88,0.91,partly-cloudy-night,,0.0,0.0,,1013.23,Partly Cloudy,55.52,1470888000,8.64,245.0,7.18
2016-08-11 05:00:00+00:00,55.3,0.31,52.31,0.9,partly-cloudy-night,,0.0,0.0,,1013.73,Partly Cloudy,55.3,1470891600,8.87,255.0,4.95
2016-08-11 06:00:00+00:00,55.99,0.31,53.78,0.92,partly-cloudy-night,,0.0,0.0,,1013.99,Partly Cloudy,55.99,1470895200,8.15,256.0,5.34
2016-08-11 07:00:00+00:00,55.95,0.31,53.28,0.91,partly-cloudy-night,,0.0,0.0,,1014.01,Partly Cloudy,55.95,1470898800,8.08,243.0,6.07
2016-08-11 08:00:00+00:00,55.51,,52.85,0.91,clear-night,,0.0,0.0,,1014.34,Clear,55.51,1470902400,8.19,255.0,2.96
2016-08-11 09:00:00+00:00,55.33,,52.67,0.91,clear-night,,0.0,0.0,,1014.33,Clear,55.33,1470906000,8.42,247.0,5.67
2016-08-11 10:00:00+00:00,55.47,,52.47,0.9,clear-night,,0.0,0.0,,1014.18,Clear,55.47,1470909600,8.3,257.0,4.51
2016-08-11 11:00:00+00:00,55.34,,51.98,0.88,clear-night,,0.0,0.0,,1014.1,Clear,55.34,1470913200,8.42,251.0,4.68
2016-08-11 12:00:00+00:00,55.43,1.0,52.88,0.91,cloudy,,0.0,0.0,,1014.25,Overcast,55.43,1470916800,9.32,242.0,4.34
2016-08-11 13:00:00+00:00,55.46,,52.12,0.89,clear-night,,0.0,0.0,,1014.68,Clear,55.46,1470920400,8.3,243.0,6.07
2016-08-11 14:00:00+00:00,55.58,,52.24,0.89,clear-day,,0.0,0.0,,1015.36,Clear,55.58,1470924000,6.99,256.0,4.49
2016-08-11 15:00:00+00:00,55.74,,52.4,0.89,clear-day,,0.0,0.0,,1016.06,Clear,55.74,1470927600,6.71,255.0,5.48
2016-08-11 16:00:00+00:00,56.34,,52.74,0.88,clear-day,,0.0,0.0,,1016.62,Clear,56.34,1470931200,6.82,252.0,4.5
2016-08-11 17:00:00+00:00,57.81,,52.7,0.83,clear-day,,0.0,0.0,,1016.87,Clear,57.81,1470934800,8.51,258.0,3.96
2016-08-11 18:00:00+00:00,59.48,0.31,52.89,0.79,partly-cloudy-day,,0.0,0.0,,1017.14,Partly Cloudy,59.48,1470938400,7.74,243.0,5.02
2016-08-11 19:00:00+00:00,61.56,0.31,53.75,0.76,partly-cloudy-day,,0.0,0.0,,1017.19,Partly Cloudy,61.56,1470942000,10.0,251.0,5.48
2016-08-11 20:00:00+00:00,62.25,0.31,52.25,0.7,partly-cloudy-day,,0.0,0.0,,1017.03,Partly Cloudy,62.25,1470945600,10.0,257.0,7.85
2016-08-11 21:00:00+00:00,62.95,0.31,52.07,0.68,partly-cloudy-day,,0.0,0.0,,1016.75,Partly Cloudy,62.95,1470949200,10.0,267.0,7.82
2016-08-11 22:00:00+00:00,62.6,0.31,51.09,0.66,partly-cloudy-day,,0.0,0.0,,1016.41,Partly Cloudy,62.6,1470952800,9.8,257.0,9.68
2016-08-11 23:00:00+00:00,62.82,0.31,52.7,0.7,partly-cloudy-day,,0.0,0.0,,1016.21,Partly Cloudy,62.82,1470956400,10.0,261.0,9.49
2016-08-12 00:00:00+00:00,64.66,0.31,55.05,0.71,partly-cloudy-day,,0.0,0.0,,1015.68,Partly Cloudy,64.66,1470960000,10.0,260.0,9.86
2016-08-12 01:00:00+00:00,61.38,0.31,54.07,0.77,partly-cloudy-day,,0.0,0.0,,1015.13,Partly Cloudy,61.38,1470963600,10.0,255.0,7.39
2016-08-12 02:00:00+00:00,59.6,0.31,53.66,0.81,partly-cloudy-day,,0.0,0.0,,1015.73,Partly Cloudy,59.6,1470967200,10.0,264.0,7.94
2016-08-12 03:00:00+00:00,58.38,0.31,54.37,0.86,partly-cloudy-day,,0.0,0.0,,1015.98,Partly Cloudy,58.38,1470970800,10.0,262.0,5.98
2016-08-12 04:00:00+00:00,57.68,0.31,54.29,0.88,partly-cloudy-night,,0.0,0.0,,1016.08,Partly Cloudy,57.68,1470974400,10.0,268.0,5.73
2016-08-12 05:00:00+00:00,56.95,0.31,53.94,0.9,partly-cloudy-night,,0.0,0.0,,1016.57,Partly Cloudy,56.95,1470978000,10.0,265.0,6.02
2016-08-12 06:00:00+00:00,56.71,0.31,53.33,0.88,partly-cloudy-night,,0.0,0.0,,1016.67,Partly Cloudy,56.71,1470981600,8.87,240.0,5.22
2016-08-12 07:00:00+00:00,56.53,0.31,53.52,0.9,partly-cloudy-night,,0.0,0.0,,1016.65,Partly Cloudy,56.53,1470985200,8.03,250.0,5.0
2016-08-12 08:00:00+00:00,56.62,0.31,54.4,0.92,partly-cloudy-night,,0.0,0.0,,1016.77,Partly Cloudy,56.62,1470988800,7.92,244.0,4.96
2016-08-12 09:00:00+00:00,55.71,0.31,54.2,0.95,partly-cloudy-night,,0.0,0.0,,1016.62,Partly Cloudy,55.71,1470992400,8.19,256.0,6.31
2016-08-12 10:00:00+00:00,55.7,0.31,53.84,0.93,partly-cloudy-night,,0.0,0.0,,1016.56,Partly Cloudy,55.7,1470996000,8.42,240.0,3.07
2016-08-12 11:00:00+00:00,55.58,,53.72,0.93,clear-night,,0.0,0.0,,1016.54,Clear,55.58,1470999600,8.15,216.0,1.93
2016-08-12 12:00:00+00:00,55.28,1.0,53.42,0.93,cloudy,,0.0,0.0,,1016.53,Overcast,55.28,1471003200,8.19,253.0,2.23
2016-08-12 13:00:00+00:00,55.33,,53.47,0.93,clear-night,,0.0,0.0,,1016.91,Clear,55.33,1471006800,8.64,255.0,3.2
2016-08-12 14:00:00+00:00,55.32,,52.66,0.91,clear-day,,0.0,0.0,,1017.28,Clear,55.32,1471010400,7.96,231.0,1.63
2016-08-12 15:00:00+00:00,55.82,,53.28,0.91,clear-day,,0.0,0.0,,1017.83,Clear,55.82,1471014000,7.62,269.0,1.74
2016-08-12 16:00:00+00:00,56.56,,53.29,0.89,clear-day,,0.0,0.0,,1018.04,Clear,56.56,1471017600,6.42,255.0,3.5
2016-08-12 17:00:00+00:00,57.7,0.31,52.73,0.83,partly-cloudy-day,,0.0,0.0,,1018.24,Partly Cloudy,57.7,1471021200,7.89,291.0,0.97
2016-08-12 18:00:00+00:00,60.57,0.31,54.38,0.8,partly-cloudy-day,,0.0,0.0,,1018.25,Partly Cloudy,60.57,1471024800,9.06,239.0,4.72
2016-08-12 19:00:00+00:00,60.57,0.31,53.4,0.77,partly-cloudy-day,,0.0,0.0,,1018.26,Partly Cloudy,60.57,1471028400,9.8,227.0,5.37
2016-08-12 20:00:00+00:00,62.58,0.15,52.57,0.7,clear-day,,0.0,0.0,,1017.92,Clear,62.58,1471032000,10.0,250.0,5.67
2016-08-12 21:00:00+00:00,63.09,0.31,52.76,0.69,partly-cloudy-day,,0.0,0.0,,1017.32,Partly Cloudy,63.09,1471035600,10.0,259.0,6.45
2016-08-12 22:00:00+00:00,63.18,0.31,54.22,0.73,partly-cloudy-day,,0.0,0.0,,1016.99,Partly Cloudy,63.18,1471039200,10.0,245.0,7.33
2016-08-12 23:00:00+00:00,63.1,0.31,53.1,0.7,partly-cloudy-day,,0.0,0.0,,1016.58,Partly Cloudy,63.1,1471042800,10.0,247.0,7.44
2016-08-13 00:00:00+00:00,63.34,0.31,53.6,0.71,partly-cloudy-day,,0.0,0.0,,1015.87,Partly Cloudy,63.34,1471046400,8.87,259.0,5.45
2016-08-13 01:00:00+00:00,63.93,0.15,54.48,0.71,clear-day,,0.0,0.0,,1015.31,Clear,63.93,1471050000,8.15,260.0,2.88
2016-08-13 02:00:00+00:00,59.72,0.15,53.08,0.79,clear-day,,0.0,0.0,,1015.07,Clear,59.72,1471053600,8.42,251.0,5.46
2016-08-13 03:00:00+00:00,57.13,0.31,52.64,0.85,partly-cloudy-day,,0.0,0.0,,1015.28,Partly Cloudy,57.13,1471057200,7.81,255.0,4.6
2016-08-13 04:00:00+00:00,56.36,0.31,52.99,0.88,partly-cloudy-night,,0.0,0.0,,1015.68,Partly Cloudy,56.36,1471060800,7.92,252.0,4.46
2016-08-13 05:00:00+00:00,56.09,0.31,53.43,0.91,partly-cloudy-night,,0.0,0.0,,1016.18,Partly Cloudy,56.09,1471064400,8.15,242.0,3.17
2016-08-13 06:00:00+00:00,56.27,0.31,53.61,0.91,partly-cloudy-night,,0.0,0.0,,1016.12,Partly Cloudy,56.27,1471068000,8.19,250.0,6.02
2016-08-13 07:00:00+00:00,55.56,0.31,52.9,0.91,partly-cloudy-night,,0.0,0.0,,1015.92,Partly Cloudy,55.56,1471071600,7.85,239.0,2.91
2016-08-13 08:00:00+00:00,55.02,0.16,52.82,0.92,clear-night,,0.0,0.0,,1015.94,Clear,55.02,1471075200,7.85,246.0,4.53
2016-08-13 09:00:00+00:00,54.71,0.31,52.85,0.93,partly-cloudy-night,,0.0,0.0,,1015.75,Partly Cloudy,54.71,1471078800,7.92,254.0,5.83
2016-08-13 10:00:00+00:00,54.72,0.31,52.87,0.93,partly-cloudy-night,,0.0,0.0,,1015.44,Partly Cloudy,54.72,1471082400,7.96,262.0,4.72
2016-08-13 11:00:00+00:00,54.0,0.31,52.15,0.93,partly-cloudy-night,,0.0,0.0,,1015.17,Partly Cloudy,54.0,1471086000,8.03,262.0,4.41
2016-08-13 12:00:00+00:00,53.83,0.31,52.31,0.95,partly-cloudy-night,,0.0,0.0,,1015.23,Partly Cloudy,53.83,1471089600,8.03,257.0,3.93
2016-08-13 13:00:00+00:00,53.83,0.31,52.31,0.95,partly-cloudy-night,,0.0,0.0,,1015.29,Partly Cloudy,53.83,1471093200,7.85,239.0,3.38
2016-08-13 14:00:00+00:00,53.94,0.31,52.07,0.93,partly-cloudy-day,,0.0,0.0,,1015.72,Partly Cloudy,53.94,1471096800,7.01,246.0,4.28
2016-08-13 15:00:00+00:00,54.86,0.31,52.66,0.92,partly-cloudy-day,,0.0,0.0,,1016.1,Partly Cloudy,54.86,1471100400,7.17,246.0,3.02
2016-08-13 16:00:00+00:00,55.65,0.31,51.56,0.86,partly-cloudy-day,,0.0,0.0,,1016.23,Partly Cloudy,55.65,1471104000,10.0,265.0,4.25
2016-08-13 17:00:00+00:00,58.14,0.31,53.04,0.83,partly-cloudy-day,,0.0,0.0,,1016.2,Partly Cloudy,58.14,1471107600,10.0,259.0,4.8
2016-08-13 18:00:00+00:00,59.63,0.31,52.63,0.78,partly-cloudy-day,,0.0,0.0,,1016.09,Partly Cloudy,59.63,1471111200,9.55,225.0,2.74
2016-08-13 19:00:00+00:00,63.69,0.31,53.83,0.7,partly-cloudy-day,,0.0,0.0,,1015.78,Partly Cloudy,63.69,1471114800,10.0,237.0,3.26
2016-08-13 20:00:00+00:00,66.35,0.31,53.94,0.64,partly-cloudy-day,,0.0,0.0,,1015.34,Partly Cloudy,66.35,1471118400,10.0,241.0,4.32
2016-08-13 21:00:00+00:00,65.37,0.24,53.02,0.64,clear-day,,0.0,0.0,,1014.89,Clear,65.37,1471122000,10.0,232.0,4.34
2016-08-13 22:00:00+00:00,65.16,0.31,53.14,0.65,partly-cloudy-day,,0.0,0.0,,1014.11,Partly Cloudy,65.16,1471125600,10.0,275.0,5.63
2016-08-13 23:00:00+00:00,65.58,0.31,54.86,0.68,partly-cloudy-day,,0.0,0.0,,1013.54,Partly Cloudy,65.58,1471129200,10.0,249.0,5.9
2016-08-14 00:00:00+00:00,65.39,0.31,55.55,0.71,partly-cloudy-day,,0.0,0.0,,1012.95,Partly Cloudy,65.39,1471132800,9.8,235.0,7.29
2016-08-14 01:00:00+00:00,64.31,0.31,55.83,0.74,partly-cloudy-day,,0.0,0.0,,1012.53,Partly Cloudy,64.31,1471136400,9.55,258.0,7.68
2016-08-14 02:00:00+00:00,62.33,0.31,55.72,0.79,partly-cloudy-day,,0.0,0.0,,1012.29,Partly Cloudy,62.33,1471140000,8.19,250.0,4.65
2016-08-14 03:00:00+00:00,60.23,0.31,55.65,0.85,partly-cloudy-day,,0.0,0.0,,1012.49,Partly Cloudy,60.23,1471143600,7.96,247.0,3.58
2016-08-14 04:00:00+00:00,57.55,0.31,54.16,0.88,partly-cloudy-night,,0.0,0.0,,1012.84,Partly Cloudy,57.55,1471147200,8.15,244.0,5.15
2016-08-14 05:00:00+00:00,57.05,0.31,54.01,0.9,partly-cloudy-night,,0.0,0.0,,1013.37,Partly Cloudy,57.05,1471150800,7.96,246.0,5.52
2016-08-14 06:00:00+00:00,57.08,0.31,54.5,0.91,partly-cloudy-night,,0.0,0.0,,1013.21,Partly Cloudy,57.08,1471154400,7.96,237.0,5.66
2016-08-14 07:00:00+00:00,55.94,0.31,53.28,0.91,partly-cloudy-night,,0.0,0.0,,1013.09,Partly Cloudy,55.94,1471158000,8.15,250.0,5.15
2016-08-14 08:00:00+00:00,55.87,0.31,52.85,0.9,partly-cloudy-night,,0.0,0.0,,1013.18,Partly Cloudy,55.87,1471161600,8.03,244.0,7.07
2016-08-14 09:00:00+00:00,55.15,0.31,53.28,0.93,partly-cloudy-night,,0.0,0.0,,1012.79,Partly Cloudy,55.15,1471165200,8.08,247.0,5.95
2016-08-14 10:00:00+00:00,54.8,0.31,52.6,0.92,partly-cloudy-night,,0.0,0.0,,1012.6,Partly Cloudy,54.8,1471168800,8.08,247.0,5.24
2016-08-14 11:00:00+00:00,54.83,0.31,52.63,0.92,partly-cloudy-night,,0.0,0.0,,1012.47,Partly Cloudy,54.83,1471172400,7.92,253.0,4.78
2016-08-14 12:00:00+00:00,54.87,0.31,53.02,0.93,partly-cloudy-night,,0.0,0.0,,1012.57,Partly Cloudy,54.87,1471176000,8.15,240.0,6.01
2016-08-14 13:00:00+00:00,54.61,0.31,53.09,0.95,partly-cloudy-night,,0.0,0.0,,1012.94,Partly Cloudy,54.61,1471179600,6.88,258.0,4.42
2016-08-14 14:00:00+00:00,54.62,0.31,52.75,0.93,partly-cloudy-day,,0.0,0.0,,1013.35,Partly Cloudy,54.62,1471183200,7.17,258.0,5.55
2016-08-14 15:00:00+00:00,54.79,0.31,52.59,0.92,partly-cloudy-day,,0.0,0.0,,1013.85,Partly Cloudy,54.79,1471186800,7.39,255.0,6.03
2016-08-14 16:00:00+00:00,55.07,0.31,51.72,0.88,partly-cloudy-day,,0.0,0.0,,1014.09,Partly Cloudy,55.07,1471190400,7.85,247.0,5.93
2016-08-14 17:00:00+00:00,56.42,0.31,51.7,0.84,partly-cloudy-day,,0.0,0.0,,1014.44,Partly Cloudy,56.42,1471194000,9.8,238.0,6.02
2016-08-14 18:00:00+00:00,57.03,0.31,50.76,0.8,partly-cloudy-day,,0.0,0.0,,1014.44,Partly Cloudy,57.03,1471197600,10.0,244.0,5.3
2016-08-14 19:00:00+00:00,59.49,0.31,50.65,0.73,partly-cloudy-day,,0.0,0.0,,1014.26,Partly Cloudy,59.49,1471201200,10.0,245.0,6.04
2016-08-14 20:00:00+00:00,60.84,0.31,51.19,0.71,partly-cloudy-day,,0.0,0.0,,1013.99,Partly Cloudy,60.84,1471204800,10.0,253.0,7.09
2016-08-14 21:00:00+00:00,62.32,0.24,51.73,0.68,clear-day,,0.0,0.0,,1013.36,Clear,62.32,1471208400,10.0,243.0,7.26
2016-08-14 22:00:00+00:00,63.18,0.31,51.91,0.67,partly-cloudy-day,,0.0,0.0,,1012.84,Partly Cloudy,63.18,1471212000,10.0,251.0,6.24
2016-08-14 23:00:00+00:00,65.24,0.31,55.42,0.71,partly-cloudy-day,,0.0,0.0,,1012.22,Partly Cloudy,65.24,1471215600,10.0,252.0,5.92
2016-08-15 00:00:00+00:00,62.06,0.31,54.1,0.75,partly-cloudy-day,,0.0,0.0,,1012.06,Partly Cloudy,62.06,1471219200,9.55,247.0,7.87
2016-08-15 01:00:00+00:00,60.77,0.31,53.81,0.78,partly-cloudy-day,,0.0,0.0,,1011.66,Partly Cloudy,60.77,1471222800,9.1,234.0,10.69
2016-08-15 02:00:00+00:00,58.77,0.31,52.94,0.81,partly-cloudy-day,,0.0,0.0,,1011.65,Partly Cloudy,58.77,1471226400,8.64,251.0,9.23
2016-08-15 03:00:00+00:00,56.69,0.31,53.29,0.88,partly-cloudy-night,,0.0,0.0,,1011.82,Partly Cloudy,56.69,1471230000,7.69,246.0,8.27
2016-08-15 04:00:00+00:00,55.97,0.31,54.11,0.93,partly-cloudy-night,,0.0,0.0,,1012.42,Partly Cloudy,55.97,1471233600,8.42,247.0,5.26
2016-08-15 05:00:00+00:00,55.13,0.31,52.48,0.91,partly-cloudy-night,,0.0,0.0,,1013.13,Partly Cloudy,55.13,1471237200,8.42,258.0,5.23
2016-08-15 06:00:00+00:00,54.74,0.31,52.89,0.93,partly-cloudy-night,,0.0,0.0,,1013.31,Partly Cloudy,54.74,1471240800,8.42,253.0,4.46
2016-08-15 07:00:00+00:00,55.11,,53.26,0.93,clear-night,,0.0,0.0,,1013.56,Clear,55.11,1471244400,8.42,264.0,5.34
2016-08-15 08:00:00+00:00,54.4,,52.56,0.93,clear-night,,0.0,0.0,,1013.68,Clear,54.4,1471248000,8.64,242.0,4.28
2016-08-15 09:00:00+00:00,54.24,,52.39,0.93,clear-night,,0.0,0.0,,1013.62,Clear,54.24,1471251600,8.87,248.0,5.95
2016-08-15 10:00:00+00:00,54.32,,51.67,0.91,clear-night,,0.0,0.0,,1013.36,Clear,54.32,1471255200,8.42,257.0,5.08
2016-08-15 11:00:00+00:00,54.2,,51.58,0.91,clear-night,,0.0,0.0,,1013.19,Clear,54.2,1471258800,8.87,257.0,5.14
