"hour_min","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","Label","hour","min","year_mon","month","year"
1945,2523.12553080918,2731.52678721456,1626.70402407914,1375.80892900047,1137.19076892492,2185.03652816292,2857.24075048323,2609.78938119557,323.064504315613,351.530875322785,365.225794638194,12449.0257644488,13239.5816274989,12460.8040028548,1.41770963514919,67.7012662497907,24.8151545247714,5896.88290805662,6548.71244644699,6757.81917107742,2642.79180632566,2615.01755659873,2356.41225270925,3.31193539019516,2.74290314412935,1.92193543911052,0.397959339372242,4.21323366511298,0.330837543711324,20417.3376428105,14100.5854187514,14836.1833228206,225.103827888606,2524.64599349332,2453.9408909953,12.092068089711,34.3973945453613,36.245861984577,4284.67490943172,4518.30966744396,4508.78945023763,3867.96876748005,4074.14212555872,4034.3424728497,4050.34477315926,4555.82809848594,4444.08110902852,5100.41523306234,5515.53382555249,4574.22009697365,12.5850699578675,13.6462766216824,7247.46237005439,8078.72768751514,7658.01016097551,5543.15389469934,6675.01972735026,6945.3650831651,4030.60406493768,4317.46462221709,4288.44685827841,4425.01844600551,4755.16826985673,4555.68058399477,5850.8128412723,7756.90501512151,6156.89172914621,24563.0560715003,25221.8376197197,24810.6095220177,2568.42865948441,0,19,45,20160800,8,2016
2000,2531.36386351245,2733.12704710619,1471.87678152115,1250.95707871688,1067.35875631358,2187.29471291176,2859.29791351667,2612.37746608301,323.064504315613,351.521947913905,365.138397282271,12227.6135490171,13017.9539640035,12265.3103148089,1.40937027764492,67.7302824779219,24.8581075975946,5893.43628297269,6547.94058509789,6755.17108324981,2712.04796024447,2669.222309728,2393.47056320361,3.31193539019516,2.74290314412935,1.92193543911052,0.397959339372242,4.29722562720745,0.332438692420494,20470.2862861234,14168.7324323624,14782.0573441555,223.830337425854,2477.49156704991,2402.42148552368,12.1000197338723,34.3064503823581,35.6362788866884,4113.40214581237,4336.01829978378,4340.78210160467,3875.77176069667,4099.68420253915,4061.48314589021,4220.64441994271,4742.76711163286,4644.30135589927,5289.4489226311,5789.80841917643,4798.2328184067,12.5838607583116,13.6496139198385,7074.03813529058,7863.50520295045,7487.16433814168,5677.81261261986,6805.17320806056,7127.53200053583,4184.56801944429,4471.23652940604,4457.6443378201,4472.23123897447,4798.91936428938,4579.44207986828,5842.9580797426,7738.06443107421,6118.60491615265,23197.4722042069,23756.1573956355,23299.5057963794,2584.74667443731,0,20,0,20160800,8,2016
2015,2531.29101247497,2712.05672200538,1534.16482666187,1324.55158484269,1112.07807833766,2187.61214927772,2860.56136802778,2612.53925833772,323.230355014432,351.587560509974,365.062116462817,12249.5279832399,13057.9958732347,12322.3228316103,1.32502356251645,67.726702273791,24.843062993531,5893.69213919759,6546.87977150574,6751.68732148912,2709.69500535544,2687.66838300168,2399.59538941751,3.34310484111888,2.70730769557392,1.9108718127339,0.398316316558908,4.2921353752899,0.328693668814692,20345.3780031946,14031.5888650766,14634.4848559144,223.494329604185,2515.26851746767,2426.03622758124,12.1037839951021,34.3684300371417,35.0626480266561,3917.38297946075,4099.38236385905,4124.56679267482,3565.98846542811,3726.67947329893,3742.42524991013,3905.24361204753,4406.94366651985,4295.20721527424,5203.14913553243,5661.98324040222,4667.73908271366,12.5719593827576,13.6769010687544,7096.75955456163,7867.61031520349,7457.14583805865,5703.13718261717,6845.10725570224,7169.94510012381,4742.28094813431,5112.49336718176,5054.918913593,4417.33342468916,4750.28114315581,4516.59984590267,5822.73082787333,7686.91361937224,6051.19652637817,23915.1730201089,24472.7960675079,23950.2861595995,2582.97036920378,0,20,15,20160800,8,2016
2030,2528.84114189578,2731.80188907112,1539.13950298691,1275.51223612762,1080.32062482945,2189.13382266486,2865.69716114359,2614.40448798742,323.59581751654,351.888353048196,364.951184869424,11954.5641281267,12737.0005386834,12002.8809601795,1.29357485535584,67.7317744921624,24.8595412182568,5892.32801789385,6545.81434811865,6751.86972971323,2784.99198063686,2714.72112682731,2430.27524886609,3.38387082853484,2.62093536507739,1.93345156215939,0.414012883309119,4.20028347687053,0.310464293253394,20388.1280535968,14160.8315041024,14794.9953712895,224.62831292912,2421.7356466151,2341.32237155072,12.095818681614,33.87592243072,34.2051082077834,3894.16156937806,4103.1185738512,4121.15254352538,3742.59750363043,3930.20875807173,3931.34571868229,3834.81111207368,4347.09902763781,4192.03720046834,4952.89036799604,5366.78170100398,4417.84429787256,12.5723599321254,13.6818157503824,7101.81720561342,7922.41963021819,7496.35573809224,5498.53307632946,6594.0612050046,6888.09351767318,4966.39713728295,5329.0989285992,5244.30064032386,4538.95262884348,4871.32762096785,4642.04053469452,5809.30632770531,7676.93556367664,6145.51532783157,23039.160298019,23545.3443915991,23362.4092915289,2583.67285313781,0,20,30,20160800,8,2016
2045,2532.6998981437,2732.80972099735,1528.95385790602,1288.30188364432,1097.61546453669,2190.20643848723,2871.12575394854,2614.14366231961,323.805103523338,352.142401779151,364.582777585077,11668.9015300601,12424.8361789727,11701.1404577744,1.5256060877958,67.7821867091677,24.8070531209318,5889.61681052652,6543.08299626217,6756.66418010811,2718.52342227413,2713.60668262781,2425.65002730187,3.38387082853484,2.62093536507739,1.93345156215939,0.414012883309119,4.26053257372982,0.277256666876767,20432.0883736559,14213.7267956021,14894.1313045905,213.628239694372,2420.15008139267,2342.03110666597,12.119387558968,33.4786638198411,34.1042944508239,4008.87538353729,4179.76078366518,4216.63172804325,3749.60344096166,3919.28260373613,3938.57969237633,3954.18628375977,4460.44469427299,4318.75062636527,5025.18460365217,5449.40841418865,4518.05210735373,12.6204072296116,13.6940898054518,7222.21784169185,8048.14643712021,7634.06354192809,5471.5421264649,6559.33616956462,6843.59568684935,5129.05636934253,5515.5328281818,5443.17446792305,4401.92292861136,4709.38306740394,4493.24560048095,5731.00703650067,7539.4924578928,6097.16360099596,24258.3820711637,24828.0737142007,24514.2512238643,2588.45997721376,0,20,45,20160800,8,2016
2100,2537.05004252791,2732.09087124095,1615.81480836779,1397.60513818394,1161.81527237444,2190.0772996474,2872.82798376628,2611.99165301602,323.806439799484,352.225339237159,364.580631378968,12063.2884944097,12867.2944703448,12119.9382518454,1.69157796921234,67.821768697106,24.7979187011723,5887.4610645588,6541.91454343118,6764.16039146568,2752.41670814434,2731.24278341323,2458.82006888452,3.38387082853484,2.62093536507739,1.93345156215939,0.414012883309119,4.26051598594945,0.277240101079617,20337.3666498658,14194.4120106527,14923.1065083024,216.624227077643,2461.47484668626,2375.26427602475,12.161882328728,33.4068427752449,34.0950037228215,3929.19823352465,4146.4363149991,4169.82375514555,3715.13281094779,3883.8687830139,3885.1156915676,3776.49025340766,4289.878295636,4116.75175623751,4946.21080729178,5357.52836756529,4451.12693238613,12.6355503513116,13.7369310481692,7232.66394699249,8027.67231366434,7596.77498818643,5361.60323355085,6449.07072071387,6762.66375850587,5333.90463161265,5756.86306749198,5637.08540148561,4567.43859535155,4881.39908224118,4667.29754441802,5698.90343949546,7597.84257812561,6093.17129562589,24687.908036175,25271.4744944036,24911.5505260954,2587.31091282363,0,21,0,20160800,8,2016
2115,2536.05556273118,2690.65184155559,1510.99637453647,1286.4117415644,1084.95612661715,2192.29129231789,2877.53771683918,2610.73486223138,323.866304983985,352.227195821606,364.581658935357,12108.5436932937,12880.1655619947,12129.7992933021,1.70173460068209,67.8208329067471,24.739777407088,5884.72041225699,6540.9759576617,6764.31105405809,2755.71799841439,2756.5417585477,2499.67140351996,3.38301132442998,2.61960715324685,1.93335624497504,0.411666431776667,4.269810497119,0.278884548497443,20435.9083711357,14268.1613680129,15038.7251763998,218.587161878277,2441.09204013392,2355.84151023961,12.155682873468,32.9049847428548,33.8475720190277,3671.28174930682,3844.49174620914,3912.68331521974,3688.36919958254,3876.40295692619,3896.91177140418,3722.45349449238,4219.80645607559,4090.35824145269,5049.51408743914,5482.70043499047,4532.38212404985,12.6625750388015,13.7478971030239,7175.67539036224,7989.61599134261,7537.06308803714,5500.4085584415,6600.47890283744,6861.01103016841,5670.30574599635,6121.56198539776,6047.23349797629,4598.17824155755,4944.8179537866,4717.2797163768,5679.512580068,7561.80945008034,6063.81039724086,24091.081585508,24657.279719536,24149.7689636972,2586.5794717114,0,21,15,20160800,8,2016
2130,2535.34112483213,2716.76995180217,1675.64643539932,1412.43563658412,1165.19761713509,2196.20152784796,2878.16851216009,2607.05794113342,324.160722892338,352.418431041912,363.725417992254,11834.5195007952,12588.9659043175,11851.7904359851,1.74871104881282,67.8677222303187,24.7134137020355,5882.94858030974,6541.90854229733,6767.32879914378,2784.29704274841,2769.01833417351,2490.69960202462,3.37354826542548,2.60648376710965,1.93216122927229,0.391325787040264,4.34987080097106,0.293788486923246,20288.9521379385,14161.0075478712,14887.8895098142,215.642506178928,2386.75929917395,2305.16124178997,12.1112859787475,32.8089110425804,33.678436357234,4137.02295971966,4351.10769305516,4350.80890824535,3962.50178395575,4149.21645816522,4133.07569424512,3812.10753830115,4312.85011288267,4169.68884356084,5118.36950552344,5517.43452410974,4582.26189437397,12.6790628966611,13.7346031065981,7172.26717174865,7982.92053668871,7571.16258925538,5542.01159142943,6636.71295257923,6933.71099210381,5560.31352331885,6026.45830254998,5878.59937026765,4820.92256450037,5158.97716733849,4922.93518985228,5726.05330718716,7584.7460249711,6029.58106728875,24824.1513131207,25402.7229954295,24873.5628436411,2585.30660649804,0,21,30,20160800,8,2016
2145,2528.38991830488,2730.93785912325,1560.43530998653,1301.23244317384,1120.89001904566,2197.41947927185,2881.52536857387,2600.25619014632,324.16127752471,352.426402889617,363.612894365742,11614.090746278,12347.6019347485,11639.5339134925,1.74868705159831,67.8652671239714,24.6759396583852,5881.12806829697,6539.24216754938,6760.6200667849,2819.7526133548,2786.05589612746,2515.24908486649,3.37354826542548,2.60648376710965,1.93216122927229,0.391325787040264,4.13295082763863,0.300740974555529,20435.1232148895,14139.1573462548,14883.1283139972,202.693767494742,2341.73734545169,2266.79049777793,12.0502011883617,32.7687801443183,33.917423133446,4162.46508684058,4378.52250084011,4390.91272471465,4058.68835018346,4250.9957871986,4253.04895717136,3954.58157433954,4473.45378260465,4339.59896568385,5106.45461163277,5583.83808147486,4623.37158872553,12.6801232635445,13.7394547103568,7184.47229450219,7959.15208096914,7548.15574334226,5424.12830036127,6543.20724835144,6818.91493195589,5520.52623820096,5960.1455479527,5806.12183544612,4755.88749133716,5105.43840699555,4856.8019686137,5679.61243647123,7527.80444966028,6015.98534893783,24095.5420830296,24641.9264181239,24200.6466450428,2587.69878192232,0,21,45,20160800,8,2016
2200,2533.39320028998,2722.02033927699,1632.17222226066,1417.78598901904,1174.34412218328,2197.22549405682,2881.88835790523,2596.96881562942,324.16127752471,352.572155105297,363.591099236456,11423.0915553513,12155.1957761049,11463.8565555643,1.81224858369203,68.0282431325591,24.6805719273127,5876.85942750389,6536.50179666559,6755.67500000067,2822.51362593475,2785.95237682735,2521.22532552105,3.37354826542548,2.60648376710965,1.93216122927229,0.391325787040264,4.05858053314977,0.303788487961536,20592.253876849,14337.9426789181,15003.9218854892,202.333277712534,2286.16775792453,2220.10256301732,11.9951513249317,32.6728458896824,34.158790912431,4278.83516596318,4518.6522098666,4479.23583590619,4057.91633985597,4275.86678526127,4250.55875167325,4147.22722181129,4639.46322612172,4527.27736763918,5420.22476373497,5909.91524330069,4899.27055335906,12.6835750826056,13.7422438898415,7069.62687331974,7882.11332115189,7425.92923045772,5546.2948910294,6656.97429041701,6957.0533974929,5528.34608116705,5944.55043085888,5871.2516272853,4747.6918097383,5101.75122175335,4860.89193023361,5660.8839749248,7501.55530861542,5998.54150600667,24877.4303569296,25401.0607437713,24892.1996949629,2589.26041456677,0,22,0,20160800,8,2016
2215,2538.78393449697,2739.68257308495,1672.51486612969,1443.29213841757,1198.14422863386,2198.26922358054,2885.65429740039,2592.23952978006,324.110428873523,352.678992617914,363.611833141505,10984.541601555,11748.0135280152,11103.9058609445,1.7983013011049,68.0044129730486,24.6815030128744,5871.7851783017,6533.04365759475,6755.41174605247,2794.78730941288,2788.16924615695,2494.06073562467,3.32620289787121,2.58411325267566,1.91642695235983,0.40589886176127,4.06708350360956,0.30422330922882,20272.4414902555,14196.1083963245,14908.0176726157,201.184419931325,2257.47382930651,2183.1501470096,11.9153434773793,32.7475241753424,34.2901690862604,4571.84224472858,4831.54878375961,4810.02520135049,4173.65213861573,4406.51674745875,4377.00927460697,4164.08736335994,4657.27354644454,4514.43835002946,5364.04065676477,5826.34622290819,4855.7957734797,12.6494696299352,13.7624085046942,7052.72754536331,7867.30188080082,7403.8500401648,5465.5181333481,6580.58764569712,6839.70787471654,5716.84757278744,6159.24461204269,5992.89373629324,4934.1632305843,5251.66082068024,5008.47934045284,5491.34843828809,7306.81966880931,5785.63437710056,26335.3324486628,26975.6906974654,26543.2705078198,2588.13231739361,0,22,15,20160800,8,2016
2230,2535.43162697426,2741.09051001789,1581.10042028135,1373.60018508673,1173.81568846357,2203.01341880901,2898.22678143935,2589.26223013292,324.198459223108,352.781685843398,363.481528202019,10825.0736795308,11582.1505649354,10896.2343886422,1.7757775911014,67.830728740069,24.673378372192,5867.7812458,6538.47095304161,6759.79115003439,2736.38063728581,2739.77321908624,2481.61994366415,3.1715805761281,2.5156773540281,1.80803220022123,0.4310093376665,4.0736316737306,0.30487951550499,20420.3433887794,14277.2634072421,14988.6814305959,202.907092859321,2177.09753758025,2113.47433041816,11.8469975091925,32.7146141052295,34.2785032580052,4546.34786836376,4796.4127546414,4787.46388635144,4271.93573755545,4487.66264466014,4457.62278328505,4331.41395828094,4820.70909646991,4657.55184496832,5425.91290926387,5895.60603079843,4921.44425954513,12.6565256980273,13.7583457208477,6965.46821079069,7723.42356823277,7309.01140320493,5707.27909959409,6788.27792916295,7162.02011535006,5887.49559314901,6379.40399491888,6210.46169086752,5001.01170089903,5321.85501485858,5085.30497941882,5393.99295273684,7186.31359285802,5661.26300324529,24648.0224483466,25240.8783134962,24840.1878286771,2587.58409410723,0,22,30,20160800,8,2016
2245,2532.48831826505,2721.25115402411,1661.63827334183,1381.37488845518,1159.04031437709,2206.00770224312,2902.18161699877,2585.3186780706,324.387888590331,353.324881932966,363.153819553673,11290.1750837816,12103.7571485342,11391.6493941016,1.55703572282481,67.7061307025131,24.7019099778976,5863.85955141157,6539.47822370703,6760.72679876598,2678.40870715725,2706.45809339325,2427.03645728344,3.1715805761281,2.5156773540281,1.80803220022123,0.4310093376665,3.94783590839715,0.292829935471987,20528.9882140458,14346.6297294877,15103.6365108245,206.572916157947,2385.46219765054,2297.41423582691,11.735348289229,32.9873531382652,34.3761896277032,4376.6103476249,4593.44820281019,4593.42996209277,4302.47125204757,4552.72793994522,4515.05166142102,4333.84384227476,4862.698018786,4696.33765672247,5291.34377703944,5748.73234653284,4794.7610725648,12.5992571574488,13.7050825365144,6265.72974696038,6928.36735104627,6615.8280441443,5245.53357130484,6334.82354618219,6632.62486795422,6042.24735962456,6598.23078160783,6417.09763256784,4950.75657735862,5299.42214906772,5039.20718797271,5283.24490323671,7037.64801353606,5551.43711410084,24790.492394373,25287.4618631434,24775.7635280218,2590.56909179705,0,22,45,20160800,8,2016
2300,2535.38645255817,2720.86913012462,1773.11358193033,1515.96589645891,1242.32794616052,2207.22163138458,2902.75458826895,2579.98945312518,324.387084960774,353.386859655785,363.161279493613,11397.9410587892,12214.45110741,11471.8044475485,1.46719110171548,67.9833516766837,24.6984399528858,5870.8266160537,6546.44474336437,6758.9316574269,2671.96324712297,2680.46702736495,2353.62216508125,3.1715805761281,2.5156773540281,1.80803220022123,0.4310093376665,3.94774179112487,0.292835796146753,20342.6391087054,14112.7301894213,14824.1088814538,208.364945335731,2438.04951654271,2344.32070253449,11.6751836961183,33.3839434346912,34.4523885624411,4415.15373561415,4633.66136225234,4651.3437079974,4245.00884104088,4472.93083498053,4458.5976661776,4148.24066923409,4656.19121723776,4524.15737750996,5433.78923996144,5872.86544412606,4902.12541700795,12.600766286552,13.6299060801043,5072.42943075852,5566.81131053586,5292.44623314628,5709.1596841138,6819.63173198071,7140.31393124189,5829.73213863748,6372.34574139051,6187.42320485457,5053.28824292239,5392.061398742,5145.24892289385,5471.7881381788,7272.3924515926,5710.66318333176,27210.6821730188,27841.6152721882,27240.6296623051,2588.12449386783,0,23,0,20160800,8,2016
2315,2539.81242912067,2671.03834582942,1739.1317599637,1480.51705747386,1222.50733721348,2211.02630890892,2906.13026398714,2570.69986611667,324.409504617516,353.387606516084,363.162189179959,11164.4788789378,12004.2769142694,11274.0429640146,1.70776695359209,67.8969601702854,24.4905262711213,5868.44913684503,6548.20979712781,6751.45236265202,2640.2251186577,2676.81276986751,2424.38738633028,3.18408992162369,2.52183328546503,1.80671176481009,0.428319456139838,3.95563107472558,0.288335684377464,20335.280766971,14076.7182732594,14737.2062562854,202.661696871522,2281.35035923391,2208.41094649131,11.6438355599551,33.7577395572499,34.6849931122198,4552.68273532015,4815.4290010188,4794.94404900682,4435.92171197703,4721.416171842,4629.05381720867,4539.455049642,5024.54883993845,4936.08536180062,5395.06505035082,5891.78009125097,4887.52717954589,12.5516899724267,13.6084018563738,6315.31445995013,7027.09662206454,6661.08826786133,5309.19678416921,6383.64899797363,6676.05658077101,6012.14347017593,6544.46319193187,6344.73502992337,5055.24126580361,5393.05029848191,5131.02700221574,5594.44182969,7474.00727722895,5907.10396767946,26191.9933457333,26840.0418562148,25673.7654690709,2585.83633600071,0,23,15,20160800,8,2016
2330,2541.94467300927,2711.82630838398,1736.30920791646,1469.24878313626,1210.40005827892,2215.43208112834,2906.74838184671,2565.14124033959,325.095736333239,353.711760096262,363.812830245957,10941.2702242844,11695.7799137869,10964.7668955733,2.27360508301147,67.8817901939398,24.3903583834262,5879.64776545727,6575.59720787194,6772.08601520568,2621.76195895299,2631.01300875783,2333.91635794695,3.29351603600358,2.57561281035035,1.7951289828751,0.404599662629751,4.02322567855165,0.250968056355346,20338.692389117,14059.6909148045,14740.6721522028,197.876155180203,2184.02137390071,2134.42888308303,11.6100731121497,33.9455657835914,35.3613120868669,4681.01909337206,4977.07718807753,4903.40079516344,4501.12308257755,4764.77085172881,4687.1668356796,4528.89577820502,5045.83074203022,4971.15035518542,5508.76270187551,6022.11189332372,5003.39565692202,12.5126925089116,13.5686988871665,5818.11446782561,6484.79150141118,6125.94933451912,5386.17428661084,6499.31888992174,6786.30801988796,6382.28439339408,6940.66762452798,6700.69700777752,5005.30304598269,5339.31539004757,5086.21478835914,5389.76384776166,7172.30035492335,5684.78233183209,26269.7281145085,26901.5600507312,26172.0063014625,2587.51486370146,0,23,30,20160800,8,2016
2345,2534.51533911946,2705.33145581351,1665.89225152965,1377.76480541977,1162.64939568649,2219.12993321594,2908.41767945677,2560.65915816133,325.096764349032,353.649495114419,363.774179766064,11482.6848522459,12311.0300098686,11501.2075378987,2.29377412988526,67.9981576078671,24.4733525573619,5887.53461441563,6584.15540364652,6791.50536689417,2567.97444346464,2591.25043262783,2332.58441542783,3.29351603600358,2.57561281035035,1.7951289828751,0.404599662629751,3.95607741129004,0.257385616612294,20326.7270077295,14036.3471396024,14693.1921454817,203.332135485504,2311.23887456684,2232.58729038043,11.5394313484077,33.9368540322888,35.5392035535632,4694.67719332794,4962.90733708224,4892.75017877406,4456.02505434127,4738.23612731898,4656.94829149259,4385.45687452757,4886.97359632264,4810.61780861475,5487.54258153787,5999.66147959727,4967.64675240491,12.4272110334103,13.4825893668778,6094.48696945323,6777.3556116883,6419.53749842396,5263.54330884066,6385.05652511778,6606.25084162912,6264.11905963505,6854.6881458366,6549.52310691093,4899.90069068174,5234.38196929609,4963.27311145417,5366.35376212869,7151.74819624774,5618.12916351682,25842.0976961605,26333.3034731092,25609.3660221981,2590.92729492204,0,23,45,20160800,8,2016
0,2520.338919271,2718.67959906707,2100.68534127148,1885.5475663844,1699.05041402193,2819.55714898007,3631.03469292564,3122.19608506951,322.0333160398,351.4999877928,361.066652424933,10693.7170499637,11455.3177726221,10678.4499978261,1.67080299576132,68.4448136393207,25.0322177251264,6259.68747612898,6954.10410264791,7106.7649207906,2986.27252441424,2980.96829427087,2682.54257866769,3.34765371726599,3.58803578032462,1.79821944206947,0.48318969580013,22.699876180093,18.7221328745705,20499.9780425358,14013.5077734278,14584.764919692,190.188000769825,2158.18313885177,2045.79701846663,11.609703504772,33.9303827116218,35.5758647664382,5240.39095513271,5570.47859673393,5461.58363932298,4810.87788411489,5116.33132297107,4992.67955268011,4709.80111002603,5249.48793809702,5145.18755778004,5584.25506456173,6092.17283989789,5069.74322618254,12.5195177777693,13.5538701502513,6013.40828925276,6716.35623155293,6360.74200249491,5456.79888929592,6590.93222846162,6870.12570285418,7095.20923936609,7746.47014784038,7444.33942681227,5551.26352539071,5964.5570882164,5584.11723442942,5344.84090494847,6997.08331000509,5342.77667453393,33648.8712945004,34476.3300211667,33481.4004546547,2646.59094726576,0,0,0,20160900,9,2016
15,2523.14345052104,2720.1232210288,2127.95979298069,1937.84234314827,1685.28505467745,2801.52946723098,3624.99722493518,3082.87921875011,321.850364040556,351.532241549889,361.043103501864,11363.5899468266,12179.9593771683,11343.1892925297,1.67749140805683,68.4552867635089,24.9758860694169,6231.03436523487,6944.8678569882,7083.86812174544,2916.56508843333,2933.58113281276,2618.44180419944,3.52113457679702,3.78628816339718,1.89352300451873,0.506341207106079,19.0613786468247,23.2208979452705,20574.6766796884,14006.6800650918,14665.6716623131,191.63354018179,2139.64718605058,2038.58077501101,11.5112759069581,34.1225329674609,35.8949556901738,5155.91535373273,5480.77179497618,5344.4313037112,5024.92987331824,5383.63040445978,5270.64201144758,4774.1385694717,5288.64292561853,5204.86944173193,5519.11656134725,6071.98192274313,5042.79110839859,12.5033316379222,13.5456470531902,6254.74227211856,6990.46572387622,6619.65976888,5301.53176256001,6441.14284749327,6686.40817789742,6808.1034263784,7449.74019938227,7191.04724039722,5561.00376659819,6013.94143554704,5622.30136284736,5251.72992404571,6891.91019422818,5292.210206435,34173.9889827599,35170.6452012862,34267.5803629676,2647.72101508258,0,0,15,20160900,9,2016
30,2522.6009076608,2720.9318896486,2061.20846079521,1862.14165921756,1599.90932366276,2742.17509331609,3556.8426882598,2988.22049370671,321.131964111089,350.917686157111,360.709278021722,11539.8629600651,12394.7936132804,11510.6149609338,1.68272671606861,68.483202226428,24.8636880959522,6218.43685004384,6965.79289605073,7051.67772786527,2907.43760416684,2880.42228515649,2589.6560305448,3.50333319107667,3.780666522185,1.90889991819887,0.517886653418407,26.6525660857914,23.2687283489128,20527.9764279531,14012.1397222131,14654.3821419147,191.290896093515,2161.78234985791,2092.27101908384,11.5443595716682,34.2817835066024,36.1063577270567,5125.06433430987,5466.68745388484,5321.89669949004,5004.01773383258,5343.90453369156,5195.63885850724,4902.77753933389,5422.97215494807,5344.72557508698,5628.48474989167,6155.83735514333,5105.0454489478,12.5056374973804,13.5343632147096,6246.12167073534,6952.6080958382,6578.92412027971,5294.19638685458,6408.32212592236,6647.15523437484,7111.65861165378,7725.82524712516,7399.25915907142,5618.84689561627,6069.19613227002,5678.74168484187,5532.37825005487,7268.02647379629,5532.48431450787,32841.7748063291,33814.0872927583,33024.9724766824,2649.70746473538,0,0,30,20160900,9,2016
45,2526.31820041249,2721.33326822933,1942.97339432619,1747.67931878517,1549.73336242684,2755.2310232206,3547.0298540584,2977.77262695327,321.048918253344,350.840373060313,360.699986775533,11779.8372292725,12619.7261257579,11701.6959071144,1.70022043519598,68.422768876818,24.8557464387802,6214.76123263942,7005.06515950567,7041.33307291733,2848.52068956191,2867.0988829212,2588.84188693584,3.50333319107667,3.780666522185,1.90889991819887,0.517886653418407,27.2805890892603,23.2875666464372,20526.4964713573,13963.883563358,14589.2429058018,192.993948165206,2219.25819159634,2118.36303310828,11.5332271809051,34.3329135428462,36.1531059689096,5297.11368082707,5637.65310411236,5483.01337212482,5079.69785780158,5428.27171359616,5260.51612169089,5093.3798746748,5621.76631781696,5531.55047092029,5641.99768174929,6167.55246527776,5111.82660902261,12.4905195066718,13.5219397460178,6127.25393174878,6878.33325954749,6475.61148301798,5529.05086263033,6633.46670030433,6909.7591099718,6985.69788194422,7569.52778998509,7241.4907744684,5586.8250094944,6053.34801350929,5657.84722981787,5661.1501557082,7365.06343288922,5557.94796115511,32124.8036670064,33419.5174788464,32661.5935677188,2649.12824164511,0,0,45,20160900,9,2016
100,2524.98230794287,2723.35584581178,1982.28334717654,1756.07930031799,1545.17503384074,2755.66661783867,3526.66658528667,2913.75884874149,320.859673868591,350.598063829073,360.699986775533,11961.6089946807,12821.8366145827,11875.2239822017,1.6550297630832,68.3983473883724,24.8152777862662,6213.93207356824,7010.46630642407,7035.61193359442,2850.39480197476,2819.71163845491,2497.78480902802,3.50333319107667,3.780666522185,1.90889991819887,0.517886653418407,32.1234643876603,23.2875666464372,20542.1272265671,14009.0443597987,14591.4137347984,187.995362198151,2274.03450549251,2120.05134735119,11.5200550842276,34.318070606648,35.9691263580424,5257.56561062291,5626.7897059464,5480.16733235711,5113.93893147811,5487.26681532142,5325.89923339833,5046.64200534394,5567.71504503036,5531.12691514776,5630.52397081173,6166.10030870264,5076.77600179054,12.4928041627733,13.5514984957471,5984.49258056642,6663.39293728193,6323.69685492549,5612.4068286135,6764.12307725693,7042.43584906642,6797.7190014652,7396.68446316213,7108.20488796662,5596.81983398464,6053.24852728973,5674.50610921247,5716.56168782616,7419.98766520247,5580.95035536087,31726.252520629,32803.5584771113,31915.8701524625,2649.29382541251,0,1,0,20160900,9,2016
115,2525.95959798196,2722.73181206613,1950.06979193803,1711.00689053006,1539.90548155053,2719.47770670587,3479.4194835072,2866.38561089427,320.498660956291,350.1025404187,360.699986775533,12170.3540266911,13071.4016265174,12056.264701602,1.55500843986466,68.4526628112791,24.7806768926089,6187.76767252653,6995.16056640673,7022.71892795204,2749.94587076833,2790.07327256962,2484.08849826396,3.50333319107667,3.780666522185,1.90889991819887,0.517886653418407,32.1233945575075,23.2875946953234,20364.5947960102,13948.824635408,14514.4201106644,192.487129024867,2332.7286404039,2183.94489854617,11.4553078375933,34.2338649580169,35.876906221188,5234.7467046444,5568.50444118922,5413.66225721589,5073.26806342253,5410.51067816853,5274.50261935787,4908.35399454753,5455.10080729189,5355.50267171249,5803.97952365476,6362.21208685984,5254.48479953366,12.4759310277391,13.5184730635911,5739.75647108324,6381.28733723867,6092.81739339151,5462.0903993055,6601.444168294,6847.40411051456,6760.38513698989,7332.55630506658,7092.28782307918,5557.38514512811,6024.70026774107,5583.08306369382,5813.936828614,7529.0887830952,5661.71407660649,31384.1899045245,31881.2378944316,31531.9492458864,2652.114996745,0,1,15,20160900,9,2016
