"date","year","month","hour","apparentTemperature","cloudCover","dewPoint","humidity","icon","precipIntensity","precipProbability","pressure","summary","temperature","time","visibility","windBearing","windSpeed"
20160701,2016,7,7,55.2,0,48.68,0.79,"clear-night",0,0,1010.21,"Clear",55.2,1467356400,8.28,222,4.17
20160701,2016,7,8,55.06,0,49.47,0.81,"clear-night",0,0,1010.05,"Clear",55.06,1467360000,8.28,228,4.38
20160701,2016,7,9,54.56,0.15,48.45,0.8,"clear-night",0,0,1009.81,"Clear",54.56,1467363600,7.94,225,5.31
20160701,2016,7,10,54.62,0.31,49.67,0.83,"partly-cloudy-night",0,0,1009.77,"Partly Cloudy",54.62,1467367200,8.06,221,4.3
20160701,2016,7,11,54.46,0.15,49.87,0.84,"clear-night",0,0,1009.83,"Clear",54.46,1467370800,7.62,235,3.64
20160701,2016,7,12,54.25,0.15,49.67,0.84,"clear-night",0,0,1010.15,"Clear",54.25,1467374400,8.06,199,4.4
20160701,2016,7,13,53.68,0.31,49.86,0.87,"partly-cloudy-day",0,0,1010.61,"Partly Cloudy",53.68,1467378000,5.98,249,5.63
20160701,2016,7,14,55.12,0.31,50.52,0.84,"partly-cloudy-day",0,0,1010.96,"Partly Cloudy",55.12,1467381600,5.61,227,4.86
20160701,2016,7,15,55.74,0.31,49.1,0.78,"partly-cloudy-day",0,0,1011.57,"Partly Cloudy",55.74,1467385200,6.24,253,6.93
20160701,2016,7,16,56.25,0.31,48.67,0.76,"partly-cloudy-day",0,0,1012.01,"Partly Cloudy",56.25,1467388800,6.61,202,5.92
20160701,2016,7,17,57.15,0.31,49.11,0.74,"partly-cloudy-day",0,0,1012.43,"Partly Cloudy",57.15,1467392400,6.61,241,7.55
20160701,2016,7,18,57.19,0.19,47.42,0.7,"clear-day",0,0,1012.75,"Clear",57.19,1467396000,6.84,256,10.03
20160701,2016,7,19,58.44,0.15,48.39,0.69,"clear-day",0,0,1013.1,"Clear",58.44,1467399600,7.45,247,7.37
20160701,2016,7,20,59.52,0.15,48.52,0.67,"clear-day",0,0,1013.04,"Clear",59.52,1467403200,8.87,249,10.75
20160701,2016,7,21,59.8,0.15,48.04,0.65,"clear-day",0,0,1012.76,"Clear",59.8,1467406800,8.42,263,9.7
20160701,2016,7,22,60.45,0.15,47.76,0.63,"clear-day",0,0,1012.23,"Clear",60.45,1467410400,8.64,297,10.24
20160701,2016,7,23,65.49,0.19,53.2,0.65,"clear-day",0,0,1011.67,"Clear",65.49,1467414000,8.64,248,11.51
20160702,2016,7,0,63.49,0.19,52.67,0.68,"clear-day",0,0,1011.39,"Clear",63.49,1467417600,8.42,270,10.07
20160702,2016,7,1,61.57,0.15,52.17,0.71,"clear-day",0,0,1010.94,"Clear",61.57,1467421200,8.42,304,13.23
20160702,2016,7,2,58.42,0.15,50.76,0.76,"clear-day",0,0,1011.17,"Clear",58.42,1467424800,8.06,300,11.66
20160702,2016,7,3,56.89,0.15,50.63,0.8,"clear-day",0,0,1011.36,"Clear",56.89,1467428400,7.49,308,9.09
20160702,2016,7,4,54.48,0.15,49.16,0.82,"clear-night",0,0,1011.65,"Clear",54.48,1467432000,8.42,252,6.54
20160702,2016,7,5,54.09,0.15,49.51,0.84,"clear-night",0,0,1011.91,"Clear",54.09,1467435600,8.06,246,6.8
20160702,2016,7,6,53.97,0.15,49.77,0.86,"clear-night",0,0,1012.22,"Clear",53.97,1467439200,7.94,240,5.3
20160702,2016,7,7,53.97,0.15,49.77,0.86,"clear-night",0,0,1012.34,"Clear",53.97,1467442800,7.83,243,6.4
20160702,2016,7,8,53.59,0.31,49.75,0.87,"partly-cloudy-night",0,0,1012.34,"Partly Cloudy",53.59,1467446400,8.15,248,6.59
20160702,2016,7,9,53.26,0.16,49.42,0.87,"clear-night",0,0,1012.38,"Clear",53.26,1467450000,8.08,241,7.52
20160702,2016,7,10,53.3,0.16,49.48,0.87,"clear-night",0,0,1012.43,"Clear",53.3,1467453600,8.15,245,5.49
20160702,2016,7,11,52.9,0.31,49.09,0.87,"partly-cloudy-night",0,0,1012.39,"Partly Cloudy",52.9,1467457200,8.15,245,7.93
20160702,2016,7,12,53.33,0.31,49.14,0.86,"partly-cloudy-night",0,0,1012.55,"Partly Cloudy",53.33,1467460800,8.87,245,6.62
20160702,2016,7,13,53.54,0.31,49.35,0.86,"partly-cloudy-day",0,0,1013.09,"Partly Cloudy",53.54,1467464400,8.3,239,7.03
20160702,2016,7,14,54.32,0.31,49.38,0.83,"partly-cloudy-day",0,0,1013.68,"Partly Cloudy",54.32,1467468000,8.19,246,6.94
20160702,2016,7,15,55.21,0.31,48.99,0.8,"partly-cloudy-day",0,0,1014.26,"Partly Cloudy",55.21,1467471600,8.42,245,7.63
20160702,2016,7,16,57.01,0.31,49.8,0.77,"partly-cloudy-day",0,0,1014.59,"Partly Cloudy",57.01,1467475200,9.32,242,6.59
20160702,2016,7,17,58.56,0.31,50.14,0.74,"partly-cloudy-day",0,0,1014.81,"Partly Cloudy",58.56,1467478800,9.55,193,1.57
20160702,2016,7,18,59.12,0.31,47.48,0.65,"partly-cloudy-day",0,0,1014.98,"Partly Cloudy",59.12,1467482400,9.55,255,2.49
20160702,2016,7,19,61.07,0.31,50.21,0.67,"partly-cloudy-day",0,0,1015.31,"Partly Cloudy",61.07,1467486000,9.8,252,8.65
20160702,2016,7,20,61.12,0.31,48.99,0.64,"partly-cloudy-day",0,0,1015.34,"Partly Cloudy",61.12,1467489600,9.32,242,10.69
20160702,2016,7,21,60.61,0.31,46.88,0.61,"partly-cloudy-day",0,0,1015.08,"Partly Cloudy",60.61,1467493200,9.8,245,11.44
20160702,2016,7,22,67.79,0.31,54.51,0.63,"partly-cloudy-day",0,0,1014.91,"Partly Cloudy",67.79,1467496800,9.8,305,8.63
20160702,2016,7,23,67.01,0.31,54.29,0.64,"partly-cloudy-day",0,0,1014.67,"Partly Cloudy",67.01,1467500400,10,317,6.77
20160703,2016,7,0,60.86,0.31,48.31,0.63,"partly-cloudy-day",0,0,1014.64,"Partly Cloudy",60.86,1467504000,8.87,246,12.27
20160703,2016,7,1,60.37,0.31,50.22,0.69,"partly-cloudy-day",0,0,1014.5,"Partly Cloudy",60.37,1467507600,9.32,306,8.87
20160703,2016,7,2,58.72,0.31,49.8,0.72,"partly-cloudy-day",0,0,1014.34,"Partly Cloudy",58.72,1467511200,9.32,326,7.72
20160703,2016,7,3,56.62,0.31,49.69,0.78,"partly-cloudy-day",0,0,1014.67,"Partly Cloudy",56.62,1467514800,9.55,254,9.33
20160703,2016,7,4,55.6,0.31,50.15,0.82,"partly-cloudy-night",0,0,1014.88,"Partly Cloudy",55.6,1467518400,9.8,259,8.85
20160703,2016,7,5,55.46,0.31,50.63,0.84,"partly-cloudy-night",0,0,1015.25,"Partly Cloudy",55.46,1467522000,9.55,249,8.16
20160703,2016,7,6,56.7,0.31,52.47,0.86,"partly-cloudy-night",0,0,1015.59,"Partly Cloudy",56.7,1467525600,8.03,267,6.94
20160703,2016,7,7,53.87,0.31,50.05,0.87,"partly-cloudy-night",0,0,1015.52,"Partly Cloudy",53.87,1467529200,7.96,251,7
20160703,2016,7,8,54.39,0.31,50.2,0.86,"partly-cloudy-night",0,0,1015.52,"Partly Cloudy",54.39,1467532800,8.03,248,7.11
20160703,2016,7,9,53.69,0.31,49.86,0.87,"partly-cloudy-night",0,0,1015.47,"Partly Cloudy",53.69,1467536400,7.96,257,6.93
20160703,2016,7,10,53.76,0.31,49.93,0.87,"partly-cloudy-night",0,0,1015.47,"Partly Cloudy",53.76,1467540000,7.85,249,6.15
20160703,2016,7,11,53.71,0.31,49.89,0.87,"partly-cloudy-night",0,0,1015.56,"Partly Cloudy",53.71,1467543600,8.03,257,6.1
20160703,2016,7,12,53.58,0.31,49.76,0.87,"partly-cloudy-night",0,0,1015.62,"Partly Cloudy",53.58,1467547200,7.92,258,7.01
20160703,2016,7,13,53.71,0.31,49.87,0.87,"partly-cloudy-day",0,0,1015.93,"Partly Cloudy",53.71,1467550800,7.05,258,5.91
20160703,2016,7,14,53.75,0.31,49.17,0.84,"partly-cloudy-day",0,0,1016.37,"Partly Cloudy",53.75,1467554400,7.28,263,5.86
20160703,2016,7,15,54.77,0.31,49.34,0.82,"partly-cloudy-day",0,0,1016.85,"Partly Cloudy",54.77,1467558000,7.62,258,5.41
20160703,2016,7,16,55.63,0.31,48.99,0.78,"partly-cloudy-day",0,0,1017.4,"Partly Cloudy",55.63,1467561600,9.55,259,6.27
20160703,2016,7,17,57.74,0.31,50.34,0.76,"partly-cloudy-day",0,0,1017.52,"Partly Cloudy",57.74,1467565200,9.8,263,6.29
20160703,2016,7,18,58.81,0.31,50.24,0.73,"partly-cloudy-day",0,0,1017.6,"Partly Cloudy",58.81,1467568800,9.8,275,5.99
20160703,2016,7,19,60.72,0.31,50.28,0.68,"partly-cloudy-day",0,0,1017.63,"Partly Cloudy",60.72,1467572400,9.8,265,7.14
20160703,2016,7,20,60.57,0.24,50.14,0.68,"clear-day",0,0,1017.68,"Clear",60.57,1467576000,9.8,263,7.44
20160703,2016,7,21,60.26,0.31,48.89,0.66,"partly-cloudy-day",0,0,1017.32,"Partly Cloudy",60.26,1467579600,10,266,8.72
20160703,2016,7,22,66.26,0.31,54.2,0.65,"partly-cloudy-day",0,0,1016.93,"Partly Cloudy",66.26,1467583200,9.8,240,10.43
20160703,2016,7,23,67.07,0.31,54.74,0.65,"partly-cloudy-day",0,0,1016.66,"Partly Cloudy",67.07,1467586800,10,315,5.21
20160704,2016,7,0,60.59,0.31,48.86,0.65,"partly-cloudy-day",0,0,1016,"Partly Cloudy",60.59,1467590400,10,322,7.6
20160704,2016,7,1,60.65,0.31,49.56,0.67,"partly-cloudy-day",0,0,1015.79,"Partly Cloudy",60.65,1467594000,10,304,8.58
20160704,2016,7,2,57.52,0.31,48.64,0.72,"partly-cloudy-day",0,0,1015.74,"Partly Cloudy",57.52,1467597600,9.55,254,9
20160704,2016,7,3,56.2,0.31,50.11,0.8,"partly-cloudy-day",0,0,1016.01,"Partly Cloudy",56.2,1467601200,9.55,254,10.65
20160704,2016,7,4,55.91,0.31,51.07,0.84,"partly-cloudy-night",0,0,1016.01,"Partly Cloudy",55.91,1467604800,9.1,255,10.33
20160704,2016,7,5,55.68,0.31,51.09,0.85,"partly-cloudy-night",0,0,1016.46,"Partly Cloudy",55.68,1467608400,8.42,252,10.97
20160704,2016,7,6,55.57,0.31,51.36,0.86,"partly-cloudy-night",0,0,1016.63,"Partly Cloudy",55.57,1467612000,9.1,256,10.1
20160704,2016,7,7,55.37,0.31,51.52,0.87,"partly-cloudy-night",0,0,1016.64,"Partly Cloudy",55.37,1467615600,8.08,244,8.21
20160704,2016,7,8,54.62,0.31,50.78,0.87,"partly-cloudy-night",0,0,1016.43,"Partly Cloudy",54.62,1467619200,8.03,247,8.79
20160704,2016,7,9,54.75,0.31,50.89,0.87,"partly-cloudy-night",0,0,1016.26,"Partly Cloudy",54.75,1467622800,8.08,256,7.6
20160704,2016,7,10,54.78,0.31,50.91,0.87,"partly-cloudy-night",0,0,1016,"Partly Cloudy",54.78,1467626400,8.19,251,6.78
20160704,2016,7,11,54.88,0.31,50.66,0.86,"partly-cloudy-night",0,0,1015.76,"Partly Cloudy",54.88,1467630000,8.19,264,6.84
20160704,2016,7,12,55.38,0.31,51.51,0.87,"partly-cloudy-night",0,0,1015.96,"Partly Cloudy",55.38,1467633600,8.19,265,5.32
20160704,2016,7,13,55.36,0.31,50.88,0.85,"partly-cloudy-day",0,0,1016.32,"Partly Cloudy",55.36,1467637200,8.19,256,6.4
20160704,2016,7,14,55.53,0.31,50.32,0.83,"partly-cloudy-day",0,0,1016.6,"Partly Cloudy",55.53,1467640800,8.19,257,6.27
20160704,2016,7,15,56.39,0.31,50.11,0.79,"partly-cloudy-day",0,0,1016.92,"Partly Cloudy",56.39,1467644400,8.3,259,6.15
20160704,2016,7,16,57.08,0.31,50.56,0.79,"partly-cloudy-day",0,0,1017.09,"Partly Cloudy",57.08,1467648000,9.32,251,6.23
20160704,2016,7,17,58.93,0.31,51.39,0.76,"partly-cloudy-day",0,0,1017.41,"Partly Cloudy",58.93,1467651600,9.55,259,5.24
20160704,2016,7,18,60.97,0.31,51.92,0.72,"partly-cloudy-day",0,0,1017.65,"Partly Cloudy",60.97,1467655200,9.55,252,5.77
20160704,2016,7,19,61.42,0.31,51.26,0.69,"partly-cloudy-day",0,0,1017.75,"Partly Cloudy",61.42,1467658800,9.55,262,8.54
20160704,2016,7,20,61.66,0.31,50.43,0.67,"partly-cloudy-day",0,0,1017.72,"Partly Cloudy",61.66,1467662400,9.55,259,7.67
20160704,2016,7,21,61.13,0.31,49.96,0.67,"partly-cloudy-day",0,0,1017.52,"Partly Cloudy",61.13,1467666000,8.42,252,9.55
20160704,2016,7,22,67.86,0.31,55.44,0.64,"partly-cloudy-day",0,0,1017.5,"Partly Cloudy",67.86,1467669600,9.1,238,14.06
20160704,2016,7,23,61.61,0.31,50.45,0.67,"partly-cloudy-day",0,0,1016.48,"Partly Cloudy",61.61,1467673200,8.87,239,11.8
20160705,2016,7,0,65.49,0.31,55.39,0.7,"partly-cloudy-day",0,0,1015.99,"Partly Cloudy",65.49,1467676800,8.64,310,12.61
20160705,2016,7,1,59.58,0.31,51.07,0.73,"partly-cloudy-day",0,0,1015.38,"Partly Cloudy",59.58,1467680400,8.87,260,9.53
20160705,2016,7,2,58.89,0.31,52.32,0.79,"partly-cloudy-day",0,0,1015.3,"Partly Cloudy",58.89,1467684000,7.96,289,14.69
20160705,2016,7,3,56.94,0.31,51.45,0.82,"partly-cloudy-day",0,0,1015.29,"Partly Cloudy",56.94,1467687600,7.92,274,7.14
20160705,2016,7,4,56.63,0.1344015625,52.38,0.86,"clear-night",0,0,1015.59,"Clear",56.63,1467691200,8.64,259,6.65
20160705,2016,7,5,56.54,0.118130769230769,51.93,0.85,"clear-night",0,0,1015.93,"Clear",56.54,1467694800,7.96,251,5.45
20160705,2016,7,6,56.1,0.31,52.23,0.87,"partly-cloudy-night",0,0,1016.1,"Partly Cloudy",56.1,1467698400,8.19,251,7.48
20160705,2016,7,7,56.2,0.1299015625,51.96,0.86,"clear-night",0,0,1016.16,"Clear",56.2,1467702000,8.19,249,7.36
20160705,2016,7,8,56.12,0.125432331730769,51.52,0.85,"clear-night",0,0,1015.99,"Clear",56.12,1467705600,8.03,260,7.84
20160705,2016,7,9,55.59,0.119230769230769,51.11,0.85,"clear-night",0,0,1015.84,"Clear",55.59,1467709200,8.15,248,5.02
20160705,2016,7,10,55.57,0.118330769230769,50.73,0.84,"clear-night",0,0,1015.58,"Clear",55.57,1467712800,8.15,251,5.58
20160705,2016,7,11,55.35,0.116630769230769,50.86,0.85,"clear-night",0,0,1015.3,"Clear",55.35,1467716400,8.15,245,4.73
20160705,2016,7,12,55.37,0.31,51.25,0.86,"partly-cloudy-night",0,0,1015.43,"Partly Cloudy",55.37,1467720000,8.42,248,6.76
20160705,2016,7,13,55.82,0.138525750528541,51.33,0.85,"clear-day",0,0,1015.55,"Clear",55.82,1467723600,8.87,251,4.87
20160705,2016,7,14,55.96,0.154778477801269,51.11,0.84,"clear-day",0,0,1015.94,"Clear",55.96,1467727200,9.32,251,7.24
20160705,2016,7,15,56.09,0.163138477801269,49.82,0.79,"clear-day",0,0,1016.27,"Clear",56.09,1467730800,10,252,7.81
20160705,2016,7,16,56.4,0.163138477801269,48.81,0.76,"clear-day",0,0,1016.55,"Clear",56.4,1467734400,10,256,7.63
20160705,2016,7,17,56.6,0.153471811134602,48.73,0.75,"clear-day",0,0,1016.73,"Clear",56.6,1467738000,8.03,261,7.56
20160705,2016,7,18,56.74,0.31,46.91,0.7,"partly-cloudy-day",0,0,1016.83,"Partly Cloudy",56.74,1467741600,8.03,260,7.6
20160705,2016,7,19,57.25,0.161571811134602,47.79,0.71,"clear-day",0,0,1016.95,"Clear",57.25,1467745200,8.87,259,8.61
20160705,2016,7,20,57.52,0.155321811134602,46.74,0.67,"clear-day",0,0,1016.73,"Clear",57.52,1467748800,8.87,258,9.2
20160705,2016,7,21,58.9,0.159693942282143,47.25,0.65,"clear-day",0,0,1016.2,"Clear",58.9,1467752400,8.87,251,7.14
20160705,2016,7,22,59.64,0.17178060894881,47.44,0.64,"clear-day",0,0,1015.95,"Clear",59.64,1467756000,8.87,282,16.08
20160705,2016,7,23,58.28,0.31,47.39,0.67,"partly-cloudy-day",0,0,1015.3,"Partly Cloudy",58.28,1467759600,9.32,287,14.92
20160706,2016,7,0,61.96,0.31,51.34,0.68,"partly-cloudy-day",0,0,1014.73,"Partly Cloudy",61.96,1467763200,9.32,285,15.48
20160706,2016,7,1,60.96,0.31,51.2,0.7,"partly-cloudy-day",0,0,1014.27,"Partly Cloudy",60.96,1467766800,8.64,256,9.84
20160706,2016,7,2,57.49,0.31,50.8,0.78,"partly-cloudy-day",0,0,1014.32,"Partly Cloudy",57.49,1467770400,8.42,271,14.5
20160706,2016,7,3,54.68,0.31,48.45,0.79,"partly-cloudy-day",0,0,1014.48,"Partly Cloudy",54.68,1467774000,8.64,237,7.6
20160706,2016,7,4,55.41,0.31,49.11,0.79,"partly-cloudy-night",0,0,1014.44,"Partly Cloudy",55.41,1467777600,9.1,251,6.14
20160706,2016,7,5,56.24,0.31,49.66,0.79,"partly-cloudy-night",0,0,1014.79,"Partly Cloudy",56.24,1467781200,8.87,235,3.66
20160706,2016,7,6,56.43,0.31,50.55,0.81,"partly-cloudy-night",0,0,1015.05,"Partly Cloudy",56.43,1467784800,8.87,242,7.99
20160706,2016,7,7,56.44,0.31,50.82,0.81,"partly-cloudy-night",0,0,1015.01,"Partly Cloudy",56.44,1467788400,8.87,200,6.23
20160706,2016,7,8,56.23,0.31,50.61,0.81,"partly-cloudy-night",0,0,1014.98,"Partly Cloudy",56.23,1467792000,8.87,220,4.25
20160706,2016,7,9,56.23,0.31,50.31,0.8,"partly-cloudy-night",0,0,1014.83,"Partly Cloudy",56.23,1467795600,8.87,216,3.31
20160706,2016,7,10,55.42,0.31,49.52,0.8,"partly-cloudy-night",0,0,1014.76,"Partly Cloudy",55.42,1467799200,8.87,246,5.98
20160706,2016,7,11,55.32,0.31,49.42,0.8,"partly-cloudy-night",0,0,1014.49,"Partly Cloudy",55.32,1467802800,8.87,219,5.69
20160706,2016,7,12,54.52,0.31,49.57,0.83,"partly-cloudy-night",0,0,1014.5,"Partly Cloudy",54.52,1467806400,8.87,231,3.9
20160706,2016,7,13,54.39,0.31,49.44,0.83,"partly-cloudy-day",0,0,1014.68,"Partly Cloudy",54.39,1467810000,8.64,235,7.74
20160706,2016,7,14,54.19,0.159138477801269,49.61,0.84,"clear-day",0,0,1014.98,"Clear",54.19,1467813600,8.19,238,6.49
20160706,2016,7,15,54.27,0.156025750528541,49.69,0.84,"clear-day",0,0,1015.51,"Clear",54.27,1467817200,8.08,245,4.7
20160706,2016,7,16,54.6,0.164471811134602,49.38,0.83,"clear-day",0,0,1015.98,"Clear",54.6,1467820800,8.19,234,6.09
20160706,2016,7,17,54.86,0.165271811134602,48.39,0.79,"clear-day",0,0,1016.19,"Clear",54.86,1467824400,8.19,235,6.59
20160706,2016,7,18,56.23,0.31,47.66,0.73,"partly-cloudy-day",0,0,1016.37,"Partly Cloudy",56.23,1467828000,8.3,238,6.08
20160706,2016,7,19,56.59,0.31,47.03,0.7,"partly-cloudy-day",0,0,1016.54,"Partly Cloudy",56.59,1467831600,8.08,248,9.87
20160706,2016,7,20,57.02,0.31,46.55,0.68,"partly-cloudy-day",0,0,1016.44,"Partly Cloudy",57.02,1467835200,9.1,249,9.23
20160706,2016,7,21,56.95,0.31,46.77,0.69,"partly-cloudy-day",0,0,1016.17,"Partly Cloudy",56.95,1467838800,8.19,248,8.98
20160706,2016,7,22,57.99,0.31,48.48,0.71,"partly-cloudy-day",0,0,1016.17,"Partly Cloudy",57.99,1467842400,8.19,269,14.36
20160706,2016,7,23,58.56,0.171058477801269,49.61,0.72,"clear-day",0,0,1016.1,"Clear",58.56,1467846000,8.15,268,16.6
20160707,2016,7,0,58.81,0.75,51.54,0.77,"partly-cloudy-day",0,0,1015.82,"Mostly Cloudy",58.81,1467849600,8.87,250,12.91
20160707,2016,7,1,58.75,0.164038477801269,51.75,0.78,"clear-day",0,0,1015.16,"Clear",58.75,1467853200,8.87,269,14.44
20160707,2016,7,2,57.92,0.31,50.28,0.76,"partly-cloudy-day",0,0,1014.98,"Partly Cloudy",57.92,1467856800,8.87,258,15.9
20160707,2016,7,3,57.28,0.31,50.59,0.78,"partly-cloudy-day",0,0,1014.75,"Partly Cloudy",57.28,1467860400,8.87,251,13.47
20160707,2016,7,4,56.85,0.31,50.96,0.81,"partly-cloudy-night",0,0,1014.72,"Partly Cloudy",56.85,1467864000,9.1,240,7.81
20160707,2016,7,5,56.81,0.31,51.17,0.81,"partly-cloudy-night",0,0,1014.96,"Partly Cloudy",56.81,1467867600,9.32,244,8.27
20160707,2016,7,6,56.67,0.31,51.41,0.83,"partly-cloudy-night",0,0,1014.95,"Partly Cloudy",56.67,1467871200,9.32,254,8.25
20160707,2016,7,7,55.69,0.31,50.71,0.83,"partly-cloudy-night",0,0,1015.06,"Partly Cloudy",55.69,1467874800,9.32,247,8.98
20160707,2016,7,8,55.69,0.31,50.84,0.84,"partly-cloudy-night",0,0,1015.04,"Partly Cloudy",55.69,1467878400,9.1,236,5.81
20160707,2016,7,9,55.56,0.0873307692307693,50.59,0.83,"clear-night",0,0,1014.95,"Clear",55.56,1467882000,8.87,235,5.52
20160707,2016,7,10,55.14,0.123432331730769,50.54,0.84,"clear-night",0,0,1014.93,"Clear",55.14,1467885600,8.42,240,7.43
20160707,2016,7,11,54.29,0.1449,50.06,0.86,"clear-night",0,0,1014.79,"Clear",54.29,1467889200,7.81,247,5.51
20160707,2016,7,12,53.87,1,50.04,0.87,"cloudy",0,0,1014.93,"Overcast",53.87,1467892800,8.15,247,7.96
20160707,2016,7,13,54.3,0.1508015625,50.45,0.87,"clear-night",0,0,1015.14,"Clear",54.3,1467896400,8.15,225,6.78
20160707,2016,7,14,54.24,0.153725750528541,50.39,0.87,"clear-day",0,0,1015.52,"Clear",54.24,1467900000,6.77,228,5.55
20160707,2016,7,15,54.39,0.167038477801269,50.18,0.86,"clear-day",0,0,1015.98,"Clear",54.39,1467903600,7.17,230,7.49
20160707,2016,7,16,54.65,0.164271811134602,50.06,0.84,"clear-day",0,0,1016.27,"Clear",54.65,1467907200,7.92,245,6.04
20160707,2016,7,17,55.56,0.166671811134602,50.58,0.83,"clear-day",0,0,1016.31,"Clear",55.56,1467910800,7.96,250,6.58
20160707,2016,7,18,57.3,1,50.62,0.78,"cloudy",0,0,1016.45,"Overcast",57.3,1467914400,8.03,246,6.95
20160707,2016,7,19,58.27,0.169552114164905,51.56,0.78,"clear-day",0,0,1016.34,"Clear",58.27,1467918000,8.3,235,8.56
20160707,2016,7,20,58.57,0.158525447498238,50.9,0.76,"clear-day",0,0,1016.23,"Clear",58.57,1467921600,9.1,247,7.13
20160707,2016,7,21,59.15,0.165185447498238,50.74,0.74,"clear-day",0,0,1016.32,"Clear",59.15,1467925200,8.87,236,9.83
20160707,2016,7,22,59.6,0.167672114164905,51.3,0.74,"clear-day",0,0,1015.97,"Clear",59.6,1467928800,8.3,238,9.41
20160707,2016,7,23,59.81,0.182772114164905,52.06,0.76,"clear-day",0,0,1016.06,"Clear",59.81,1467932400,7.92,253,17.84
20160708,2016,7,0,60.89,1,53.82,0.78,"cloudy",0,0,1015.67,"Overcast",60.89,1467936000,8.42,260,15.09
20160708,2016,7,1,58.79,0.171838477801269,52.17,0.79,"clear-day",0,0,1015.23,"Clear",58.79,1467939600,8.3,256,11.41
20160708,2016,7,2,58.56,0.162738477801269,52.61,0.81,"clear-day",0,0,1014.88,"Clear",58.56,1467943200,8.03,272,13.08
20160708,2016,7,3,57.33,0.145838477801269,52.05,0.83,"clear-day",0,0,1015.07,"Clear",57.33,1467946800,8.42,226,6.77
20160708,2016,7,4,57.1,0.133432331730769,52.59,0.85,"clear-night",0,0,1015.38,"Clear",57.1,1467950400,7.96,257,7.52
20160708,2016,7,5,56.56,0.1360015625,52.31,0.86,"clear-night",0,0,1015.88,"Clear",56.56,1467954000,8.42,259,8.07
20160708,2016,7,6,56.5,1,52,0.85,"cloudy",0,0,1015.94,"Overcast",56.5,1467957600,9.1,261,7.32
20160708,2016,7,7,56.43,0.1367015625,52.54,0.87,"clear-night",0,0,1015.98,"Clear",56.43,1467961200,7.74,255,8.34
20160708,2016,7,8,55.69,0.1462015625,52.18,0.88,"clear-night",0,0,1015.86,"Clear",55.69,1467964800,6.82,259,10.84
20160708,2016,7,9,55.59,0.1394015625,52.54,0.89,"clear-night",0,0,1015.75,"Clear",55.59,1467968400,6.97,252,7.13
20160708,2016,7,10,55.64,0.1303015625,52.13,0.88,"clear-night",0,0,1015.9,"Clear",55.64,1467972000,7.61,245,7.26
20160708,2016,7,11,55.56,0.1397015625,52.54,0.9,"clear-night",0,0,1015.98,"Clear",55.56,1467975600,7.85,236,6.04
20160708,2016,7,12,55.5,1,53.29,0.92,"cloudy",0,0,1015.87,"Overcast",55.5,1467979200,7.63,246,6.01
20160708,2016,7,13,55.3,0.1410015625,51.8,0.88,"clear-night",0,0,1016.15,"Clear",55.3,1467982800,6.95,250,6
20160708,2016,7,14,55.24,0.167038477801269,52.59,0.91,"clear-day",0,0,1016.36,"Clear",55.24,1467986400,6.61,249,7.21
20160708,2016,7,15,55.6,0.163838477801269,51.01,0.85,"clear-day",0,0,1016.95,"Clear",55.6,1467990000,7.51,253,6.11
20160708,2016,7,16,56.44,0.168038477801269,51.76,0.84,"clear-day",0,0,1017.16,"Clear",56.44,1467993600,8.64,252,6.9
20160708,2016,7,17,56.73,0.164738477801269,51.24,0.82,"clear-day",0,0,1017.22,"Clear",56.73,1467997200,8.87,257,6.95
20160708,2016,7,18,58.19,0.31,52.07,0.8,"partly-cloudy-day",0,0,1017.21,"Partly Cloudy",58.19,1468000800,8.87,247,5.76
20160708,2016,7,19,58.64,0.31,50.41,0.74,"partly-cloudy-day",0,0,1017.15,"Partly Cloudy",58.64,1468004400,9.1,218,6.15
20160708,2016,7,20,60.04,0.31,51.46,0.73,"partly-cloudy-day",0,0,1017.03,"Partly Cloudy",60.04,1468008000,9.8,250,7.29
20160708,2016,7,21,61.56,0.2,52.36,0.72,"clear-day",0,0,1016.6,"Clear",61.56,1468011600,8.3,229,6.5
20160708,2016,7,22,62.14,0.31,51.84,0.69,"partly-cloudy-day",0,0,1016.43,"Partly Cloudy",62.14,1468015200,8.19,247,7.4
20160708,2016,7,23,62.5,0.31,53.4,0.72,"partly-cloudy-day",0,0,1016.3,"Partly Cloudy",62.5,1468018800,8.08,279,9.09
20160709,2016,7,0,62.55,0.31,54.48,0.75,"partly-cloudy-day",0,0,1015.93,"Partly Cloudy",62.55,1468022400,7.85,225,6.09
20160709,2016,7,1,62.89,0.31,55.93,0.78,"partly-cloudy-day",0,0,1015.94,"Partly Cloudy",62.89,1468026000,7.81,219,9.44
20160709,2016,7,2,63.48,0.185538477801268,59.01,0.85,"clear-day",0,0,1016,"Clear",63.48,1468029600,7.74,251,12
20160709,2016,7,3,60.24,0.169538477801269,56.55,0.88,"clear-day",0,0,1016.44,"Clear",60.24,1468033200,7.47,249,9.01
20160709,2016,7,4,59.93,0.1569015625,56.6,0.89,"clear-night",0,0,1016.49,"Clear",59.93,1468036800,7.1,251,5.83
20160709,2016,7,5,59.85,0.1386015625,56.14,0.88,"clear-night",0,0,1016.66,"Clear",59.85,1468040400,7.96,245,7.38
